round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,19121,29461,11875,17543
5,385,19221,29278,11813,17688
6,385,20435,28180,11858,17527
7,385,21349,27195,12434,17022
8,385,23554,25121,13023,16302
9,385,24357,24023,13050,16570
10,385,22919,25596,13605,15880
11,385,23852,24287,13585,16276
12,385,23920,24150,13690,16240
13,385,25063,23446,13024,16467
14,385,27177,21533,13784,15506
15,385,28614,19912,14026,15448
16,385,29307,19374,14290,15029
17,385,29332,19754,14087,14827
18,385,30508,18469,13741,15282
19,385,31031,18389,13333,15247
20,385,32901,16703,12843,15553
21,385,30287,18500,14157,15056
22,385,31685,17358,13827,15130
23,385,32706,16167,14256,14871
24,385,32954,16226,14188,14632
25,385,32909,16218,14096,14777
26,385,31106,17629,13865,15400
27,385,30596,18556,13799,15049
28,385,30309,18510,13910,15271
29,385,30391,18670,13847,15092
30,385,29066,20070,13955,14909
31,385,27384,21662,13842,15112
32,385,26850,21657,14249,15244
33,385,25569,22990,14159,15282
34,385,27351,21691,14658,14300
35,385,26600,22380,15073,13947
36,385,26760,22167,15120,13953
37,385,27161,21985,14903,13951
38,385,27861,21630,14993,13516
39,385,27880,21739,14877,13504
40,385,29495,20136,15413,12956
41,385,29459,20230,15321,12990
42,385,30370,19256,15697,12677
43,385,28735,20551,15426,13288
44,385,27433,22081,14885,13601
45,385,29539,20380,14256,13825
46,385,27716,21778,14935,13571
47,385,28657,20582,14933,13828
48,385,29088,20710,14708,13494
49,385,27081,22137,14604,14178
50,385,26768,22695,14276,14261
51,385,26681,22625,14338,14356
52,385,26493,22897,14285,14325
53,385,25050,24113,14341,14496
54,385,23167,26183,13863,14787
55,385,24573,24754,13564,15109
56,385,24628,24625,13604,15143
57,385,22857,26146,14033,14964
58,385,22801,26312,14111,14776
59,385,22190,26889,13971,14950
60,385,22260,26878,14075,14787
61,385,20608,28472,14390,14530
62,385,20592,28663,14284,14461
63,385,18638,30450,15128,13784
64,385,18968,30107,14912,14013
65,385,18871,30450,14858,13821
66,385,18920,30078,14852,14150
67,385,19466,29946,14548,14040
68,385,20570,28363,15161,13906
69,385,20468,28682,15009,13841
70,385,20816,28397,15077,13710
71,385,20562,28638,15047,13753
72,385,22204,26695,14901,14200
73,385,20512,28668,14999,13821
74,385,22318,26716,15547,13419
75,385,21729,27049,15615,13607
76,385,20065,29309,15102,13524
77,385,17806,31250,15620,13324
78,385,17651,31768,15702,12879
79,385,19539,29491,15524,13446
80,385,19385,29605,15695,13315
81,385,20032,29463,15468,13037
82,385,20185,28684,15840,13291
83,385,18523,30902,15714,12861
84,385,18223,31289,15702,12786
85,385,17296,32007,15704,12993
86,385,17557,31460,16013,12970
87,385,17577,31746,15815,12862
88,385,18043,31367,15797,12793
89,385,16053,33352,16071,12524
90,385,16332,33526,15701,12441
91,385,16959,32659,15613,12769
92,385,17643,31569,15879,12909
93,385,17569,31807,15701,12923
94,385,17262,32021,15768,12949
95,385,16957,32339,15783,12921
96,385,16755,32675,15726,12844
97,385,16233,33530,15288,12949
98,385,16228,33430,15339,13003
99,385,16607,33199,15261,12933
100,385,18103,31230,14854,13813
101,385,17672,31771,15158,13399
102,385,18372,30968,14847,13813
103,385,16818,32687,15118,13377
104,385,18202,31067,15264,13467
105,385,18410,30997,15141,13452
106,385,19040,30179,15185,13596
107,385,20345,29307,15055,13293
108,385,21669,27329,15923,13079
109,385,23676,25679,15903,12742
110,385,24140,24943,15994,12923
111,385,23265,25704,16242,12789
112,385,21733,27221,16133,12913
113,385,19693,29592,16552,12163
114,385,20025,29117,16684,12174
115,385,20153,28900,16907,12040
116,385,20198,28820,16940,12042
117,385,18690,30580,16189,12541
118,385,18681,30588,16280,12451
119,385,18858,30627,16092,12423
120,385,16702,32357,15754,13187
121,385,16549,32981,15616,12854
122,385,17063,32483,15712,12742
123,385,16554,32922,15834,12690
124,385,19012,30495,16407,12086
125,385,19182,30072,16402,12344
126,385,17015,32426,16389,12170
127,385,16495,33250,16523,11732
128,385,16166,33721,16559,11554
129,385,17152,32286,17275,11287
130,385,16771,32779,17052,11398
131,385,16449,33123,17217,11211
132,385,17830,31572,17204,11394
133,385,15869,33902,16630,11599
134,385,16500,33009,16653,11838
135,385,14930,34871,15923,12276
136,385,16822,32476,16615,12087
137,385,17214,32286,16257,12243
138,385,15734,34184,15541,12541
139,385,16176,33737,15465,12622
140,385,15419,34120,15440,13021
141,385,15249,34664,15368,12719
142,385,16827,32694,16227,12252
143,385,16917,32736,16091,12256
144,385,15316,34560,15579,12545
145,385,15134,34872,15695,12299
146,385,14887,35050,15653,12410
147,385,13160,37300,14802,12738
148,385,14011,36243,14591,13155
149,385,14467,35626,14778,13129
150,385,14316,35504,15000,13180
151,385,14395,35481,14985,13139
152,385,16030,33936,15501,12533
153,385,14413,35800,14743,13044
154,385,14421,35510,15017,13052
155,385,13729,36355,15194,12722
156,385,13716,36207,15236,12841
157,385,15389,34724,15188,12699
158,385,15307,34578,15389,12726
159,385,15289,34514,15326,12871
160,385,14949,35048,15097,12906
161,385,15163,34513,15290,13034
162,385,15185,34711,15130,12974
163,385,15276,34477,15218,13029
164,385,15151,34604,15247,12998
165,385,13939,36202,14676,13183
166,385,12186,38112,14130,13572
167,385,13641,36540,14296,13523
168,385,14363,35507,14195,13935
169,385,12763,37614,13686,13937
170,385,12590,37459,13937,14014
171,385,10698,40129,14293,12880
172,385,11507,39212,14200,13081
173,385,11019,39612,14168,13201
174,385,11228,39178,14263,13331
175,385,10668,39993,14008,13331
176,385,10632,40743,13548,13077
177,385,10413,40536,13662,13389
178,385,10486,40429,13741,13344
179,385,10145,41123,13618,13114
180,385,10547,40339,13599,13515
181,385,12466,38145,14189,13200
182,385,12442,37798,14379,13381
183,385,10967,39616,14230,13187
184,385,11340,39348,14079,13233
185,385,11156,39538,14070,13236
186,385,11730,38892,14155,13223
187,385,11479,38768,14380,13373
188,385,12305,37472,14275,13948
189,385,12044,38240,13903,13813
190,385,11806,38596,13950,13648
191,385,11648,38171,14359,13822
192,385,12182,37707,14489,13622
193,385,12098,37909,14462,13531
194,385,11884,38606,14084,13426
195,385,13347,36394,14790,13469
196,385,12987,36976,14763,13274
197,385,11501,38754,14475,13270
198,385,11416,39090,14415,13079
199,385,11742,38416,14485,13357
200,385,9813,41256,13453,13478
201,385,10929,39745,13323,14003
202,385,10992,39569,13459,13980
203,385,11179,39527,13367,13927
204,385,11090,39677,13387,13846
205,385,11229,39333,13317,14121
206,385,10734,40064,13064,14138
207,385,12047,38609,13632,13712
208,385,13815,36694,13751,13740
209,385,13119,37363,14004,13514
210,385,13100,37251,14029,13620
211,385,12743,37491,13994,13772
212,385,12962,37426,13955,13657
213,385,11864,38554,13854,13728
214,385,11996,38514,13754,13736
215,385,12287,38368,13746,13599
216,385,14204,35708,14425,13663
217,385,12632,37275,14378,13715
218,385,14280,35580,14031,14109
219,385,14337,35553,13885,14225
220,385,15936,33505,14047,14512
221,385,16498,32785,14247,14470
222,385,15972,33976,13832,14220
223,385,17700,31820,14198,14282
224,385,17695,31901,14213,14191
225,385,17520,31875,14271,14334
226,385,17692,31659,14007,14642
227,385,19404,30172,14036,14388
228,385,19371,29971,14014,14644
229,385,19077,30134,14292,14497
230,385,19460,30263,13681,14596
231,385,17943,31643,13660,14754
232,385,17713,31719,13683,14885
233,385,19858,29577,14632,13933
234,385,19067,30301,14741,13891
235,385,19135,30002,14965,13898
236,385,18888,29962,15179,13971
237,385,18230,31259,14750,13761
238,385,19032,30062,14570,14336
239,385,19369,30247,14247,14137
