round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,20698,27674,12332,17296
5,385,20371,27842,12249,17538
6,385,21954,26437,12305,17304
7,385,23965,24199,13408,16428
8,385,25988,22415,13886,15711
9,385,27040,21204,13909,15847
10,385,25540,22721,14551,15188
11,385,24349,23399,15003,15249
12,385,23934,23630,14826,15610
13,385,24731,23161,14462,15646
14,385,26792,21486,15161,14561
15,385,26537,21255,15618,14590
16,385,27550,21025,15529,13896
17,385,27540,21232,15468,13760
18,385,27263,21269,15784,13684
19,385,29174,19507,15155,14164
20,385,29390,19448,15068,14094
21,385,27243,21215,16244,13298
22,385,28238,19925,16078,13759
23,385,27769,20176,15850,14205
24,385,27868,20157,15870,14105
25,385,26683,21588,15743,13986
26,385,26435,21471,15965,14129
27,385,24790,23295,16356,13559
28,385,22729,25386,16898,12987
29,385,20795,27305,16189,13711
30,385,19537,28904,16132,13427
31,385,18143,30796,15606,13455
32,385,18337,30238,15672,13753
33,385,18247,30507,15557,13689
34,385,18647,30514,15571,13268
35,385,18825,30103,15792,13280
36,385,18434,30071,15887,13608
37,385,19318,29864,15366,13452
38,385,17171,32214,14995,13620
39,385,17498,31963,14877,13662
40,385,16790,32354,14896,13960
41,385,15557,34528,14692,13223
42,385,15262,34390,14989,13359
43,385,13370,36660,13765,14205
44,385,13543,36902,13535,14020
45,385,13343,36916,13688,14053
46,385,13153,37302,13905,13640
47,385,12916,37197,14139,13748
48,385,12354,37606,14369,13671
49,385,11098,39816,13464,13622
50,385,9452,42333,12192,14023
51,385,8443,44137,11738,13682
52,385,8070,44564,11704,13662
53,385,7933,44856,11598,13613
54,385,8949,43324,12307,13420
55,385,8506,43669,12567,13258
56,385,10138,41011,13934,12917
57,385,8996,43160,14030,11814
58,385,8667,43340,14014,11979
59,385,8306,44061,13855,11778
60,385,7742,44846,13963,11449
61,385,7622,44994,14156,11228
62,385,7539,45029,14273,11159
63,385,7998,44391,14024,11587
64,385,8159,44268,13963,11610
65,385,8103,44260,14084,11553
66,385,8089,44253,13952,11706
67,385,8124,44060,13935,11881
68,385,9484,41830,15220,11466
69,385,10770,39538,16017,11675
70,385,10643,39579,16117,11661
71,385,10216,40079,16160,11545
72,385,10414,39772,16275,11539
73,385,10643,39657,16081,11619
74,385,11757,37824,17374,11045
75,385,11521,37870,17375,11234
76,385,12289,36296,18149,11266
77,385,13422,34204,18141,12233
78,385,13274,34401,18142,12183
79,385,14799,32394,17716,13091
80,385,15105,31945,17599,13351
81,385,14986,32180,17638,13196
82,385,15011,32046,17659,13284
83,385,16158,30303,17588,13951
84,385,16090,30313,17539,14058
85,385,16011,30492,17509,13988
86,385,17850,28181,18873,13096
87,385,19406,26335,19240,13019
88,385,19673,26210,19049,13068
89,385,17798,28256,19574,12372
90,385,17790,28196,19683,12331
91,385,17874,28305,19512,12309
92,385,18494,27813,19687,12006
93,385,19490,26227,19357,12926
94,385,17758,28153,19094,12995
95,385,17246,28561,19307,12886
96,385,16407,28963,19497,13133
97,385,18298,26841,20648,12213
98,385,16607,28640,19452,13301
99,385,16717,28880,19175,13228
100,385,18196,26922,18214,14668
101,385,18189,26969,18167,14675
102,385,18339,26608,18362,14691
103,385,16824,28839,18826,13511
104,385,17540,27243,19078,14139
105,385,17487,27277,19136,14100
106,385,17597,27139,19168,14096
107,385,18501,25504,19732,14263
108,385,18488,25452,19848,14212
109,385,20286,23622,19983,14109
110,385,22009,21713,19179,15099
111,385,20773,22382,20094,14751
112,385,19792,24047,19449,14712
113,385,18019,25793,20336,13852
114,385,19284,25059,20491,13166
115,385,19475,25394,20269,12862
116,385,19974,24931,20036,13059
117,385,18146,26944,18712,14198
118,385,18191,26681,18735,14393
119,385,19918,25032,17890,15160
120,385,18252,26709,16717,16322
121,385,17576,27260,16988,16176
122,385,18718,26503,17439,15340
123,385,18567,26487,17409,15537
124,385,18751,26564,17384,15301
125,385,19836,26068,16957,15139
126,385,19561,26240,16932,15267
127,385,18784,26639,17268,15309
128,385,18078,26876,17843,15203
129,385,18538,25511,18956,14995
130,385,19063,24229,20025,14683
131,385,19227,24093,20004,14676
132,385,17537,25978,20327,14158
133,385,17541,26075,20295,14089
134,385,17613,25936,20377,14074
135,385,17528,25898,20339,14235
136,385,15809,27837,19935,14419
137,385,15932,27828,19834,14406
138,385,15912,27818,19742,14528
139,385,17434,26264,19591,14711
140,385,19153,24268,20350,14229
141,385,18326,25649,20245,13780
142,385,19766,23959,21487,12788
143,385,19922,23743,21499,12836
144,385,19734,23882,21455,12929
145,385,19807,23847,21470,12876
146,385,18277,25718,20899,13106
147,385,17514,26071,20670,13745
148,385,18735,25579,19916,13770
149,385,18034,26849,19142,13975
150,385,17865,26970,19122,14043
151,385,16285,29109,18243,14363
152,385,14834,31106,16861,15199
153,385,14950,31124,16840,15086
154,385,16172,28917,17065,15846
155,385,15391,29513,17647,15449
156,385,15446,29403,17673,15478
157,385,14787,31019,17310,14884
158,385,14838,30899,17229,15034
159,385,15378,29573,18055,14994
160,385,15964,29190,18424,14422
161,385,16932,27507,18867,14694
162,385,15388,29595,19409,13608
163,385,15457,29477,19515,13551
164,385,16270,27655,19823,14252
165,385,16231,27745,19734,14290
166,385,17764,25642,21085,13509
167,385,17789,25888,21071,13252
168,385,19354,24039,20691,13916
169,385,21309,22015,21064,13612
170,385,22995,20270,22436,12299
171,385,21119,22095,23720,11066
172,385,22246,21693,22826,11235
173,385,22330,21652,22782,11236
174,385,23412,20262,22501,11825
175,385,23428,20229,22521,11822
176,385,21627,21915,21736,12722
177,385,21699,21980,21759,12562
178,385,21165,23351,21260,12224
179,385,19765,24120,22074,12041
180,385,21833,22155,20689,13323
181,385,22465,21722,20922,12891
182,385,22570,21555,20825,13050
183,385,22597,21590,20771,13042
184,385,23507,21257,20339,12897
185,385,23721,21279,20217,12783
186,385,23558,21295,20320,12827
187,385,23691,21312,20153,12844
188,385,25553,19355,19164,13928
189,385,25697,19422,19098,13783
190,385,26115,18387,18983,14515
191,385,26125,18410,18958,14507
192,385,24058,19941,18357,15644
193,385,22519,21800,18326,15355
194,385,22374,21747,18337,15542
195,385,24199,20084,19113,14604
196,385,22429,21754,19602,14215
197,385,23071,21183,19418,14328
198,385,22615,22582,18564,14239
199,385,22488,22738,18483,14291
200,385,21524,24497,17626,14353
201,385,23024,22517,16806,15653
202,385,23348,22506,16836,15310
203,385,23690,22229,16691,15390
204,385,22977,22532,16815,15676
205,385,22928,22673,16750,15649
206,385,23034,22293,16923,15750
207,385,23438,21348,17696,15518
208,385,23552,21151,17707,15590
209,385,22702,22679,18025,14594
210,385,23761,21296,17560,15383
211,385,23836,21102,17670,15392
212,385,23684,21167,17672,15477
213,385,23934,20944,17701,15421
214,385,21548,23151,18590,14711
215,385,21811,23022,18578,14589
216,385,23747,21149,18831,14273
217,385,22745,21554,19346,14355
218,385,24669,19814,18424,15093
219,385,24835,19674,18291,15200
220,385,24216,19935,18535,15314
221,385,26183,18269,19172,14376
222,385,25894,18570,19150,14386
223,385,26333,18163,19183,14321
224,385,26380,18280,19159,14181
225,385,26212,18303,19138,14347
226,385,25494,19424,19257,13825
227,385,26074,18197,19610,14119
228,385,25960,18275,19635,14130
229,385,26290,18299,19500,13911
230,385,26919,18103,18803,14175
231,385,26114,18312,19012,14562
232,385,28242,16634,18093,15031
233,385,28156,16760,18190,14894
234,385,25990,18515,18846,14649
235,385,25626,18644,18786,14944
236,385,24518,19032,19547,14903
237,385,23219,20171,19362,15248
238,385,25044,18732,18004,16220
239,385,26017,18454,17469,16060
