round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,21109,27312,12313,17266
5,385,20726,27535,12240,17499
6,385,20393,28226,11983,17398
7,385,21404,27217,12553,16826
8,385,23488,25162,13198,16152
9,385,24390,24010,13202,16398
10,385,22981,25538,13815,15666
11,385,23809,24226,13823,16142
12,385,23474,24469,13731,16326
13,385,24510,23828,13060,16602
14,385,26824,21866,13727,15583
15,385,28048,20286,14144,15522
16,385,29272,19519,14440,14769
17,385,29342,19769,14236,14653
18,385,30576,18542,13846,15036
19,385,31047,18368,13564,15021
20,385,31390,18089,13534,14987
21,385,28838,19830,14719,14613
22,385,30261,18737,14383,14619
23,385,29628,19013,14175,15184
24,385,29702,18945,14180,15173
25,385,27575,20826,14502,15097
26,385,25873,22494,14057,15576
27,385,25120,23425,14240,15215
28,385,24925,23575,14171,15329
29,385,25057,23602,14073,15268
30,385,23764,24960,14155,15121
31,385,22132,26891,13858,15119
32,385,21638,27058,14129,15175
33,385,22256,26435,13908,15401
34,385,24105,24956,14431,14508
35,385,23312,25664,14942,14082
36,385,23276,25529,15064,14131
37,385,23587,25438,14796,14179
38,385,22129,27002,14619,14250
39,385,22279,27212,14407,14102
40,385,23822,25399,15051,13728
41,385,23754,25597,14977,13672
42,385,24155,24869,15286,13690
43,385,22408,26562,14783,14247
44,385,23442,25936,14980,13642
45,385,25386,23939,14538,14137
46,385,24268,24972,14832,13928
47,385,24981,23693,14941,14385
48,385,25370,24065,14603,13962
49,385,23359,25604,14497,14540
50,385,23218,26056,14131,14595
51,385,21236,27724,14077,14963
52,385,21110,28060,14047,14783
53,385,19874,29208,14052,14866
54,385,17880,31582,13487,15051
55,385,19200,29999,13151,15650
56,385,19365,29899,13176,15560
57,385,17474,31438,13727,15361
58,385,17076,32098,13632,15194
59,385,16876,32758,13225,15141
60,385,16916,32670,13359,15055
61,385,15064,34375,13769,14792
62,385,15158,34641,13591,14610
63,385,13693,36197,14092,14018
64,385,13650,36048,14074,14228
65,385,13992,35608,14069,14331
66,385,13945,35719,14070,14266
67,385,14119,35595,14035,14251
68,385,15632,33391,14854,14123
69,385,17468,31809,15097,13626
70,385,17634,31548,15120,13698
71,385,17820,31492,14992,13696
72,385,17885,31133,15221,13761
73,385,16217,33232,15151,13400
74,385,18116,30982,15892,13010
75,385,17772,31393,15791,13044
76,385,19433,30151,15721,12695
77,385,18843,30418,15961,12778
78,385,18432,30729,16268,12571
79,385,18455,30696,16206,12643
80,385,18395,31130,16195,12280
81,385,17822,31460,16132,12586
82,385,17872,31418,16214,12496
83,385,17929,31463,16131,12477
84,385,17620,31662,16297,12421
85,385,17581,31903,16252,12264
86,385,16901,32307,16107,12685
87,385,18263,30664,16402,12671
88,385,19751,29720,16026,12503
89,385,19174,29552,16406,12868
90,385,18974,29980,16488,12558
91,385,19358,29994,16028,12620
92,385,20531,28691,16236,12542
93,385,22178,27163,15789,12870
94,385,20427,28734,15747,13092
95,385,19704,29192,16010,13094
96,385,19263,29928,15736,13073
97,385,20038,28981,16220,12761
98,385,20728,27947,16724,12601
99,385,20622,28371,16411,12596
100,385,22424,26499,15880,13197
101,385,22075,26698,15993,13234
102,385,22451,25957,15986,13606
103,385,21621,27358,15878,13143
104,385,20270,28478,16307,12945
105,385,20026,28985,16264,12725
106,385,20583,28470,16004,12943
107,385,21628,27050,16427,12895
108,385,22979,25667,16930,12424
109,385,23294,25436,16940,12330
110,385,23218,25538,16879,12365
111,385,23030,25650,17235,12085
112,385,21173,27453,17121,12253
113,385,19162,29709,17645,11484
114,385,19393,29463,17671,11473
115,385,19428,29668,17646,11258
116,385,19965,29066,17668,11301
117,385,18173,30947,16642,12238
118,385,18441,30752,16603,12204
119,385,18609,30754,16481,12156
120,385,16627,32842,15730,12801
121,385,16279,33370,15563,12788
122,385,16894,32709,15824,12573
123,385,16450,33089,16043,12418
124,385,16429,33069,16081,12421
125,385,16581,32800,16114,12505
126,385,16546,32980,15988,12486
127,385,15999,33372,16305,12324
128,385,15860,33776,16090,12274
129,385,15368,34179,16027,12426
130,385,16794,32547,16914,11745
131,385,17124,32321,16792,11763
132,385,15141,34595,17054,11210
133,385,14257,35872,16581,11290
134,385,16224,33511,16502,11763
135,385,15946,33612,16532,11910
136,385,17100,31623,17262,12015
137,385,17469,31721,16678,12132
138,385,19694,29416,17587,11303
139,385,19357,29440,17815,11388
140,385,19659,29083,17780,11478
141,385,19614,29174,17630,11582
142,385,20219,28553,17918,11310
143,385,20477,28306,17955,11262
144,385,20167,28528,17908,11397
145,385,19900,28759,18189,11152
146,385,22108,26473,18425,10994
147,385,20302,28569,17682,11447
148,385,20381,28675,17586,11358
149,385,22419,26079,18232,11270
150,385,21598,27109,18652,10641
151,385,21811,26530,18881,10778
152,385,22257,26907,18411,10425
153,385,23128,25482,19160,10230
154,385,24556,23940,19406,10098
155,385,23891,24320,19852,9937
156,385,23923,24574,19585,9918
157,385,23844,24504,19734,9918
158,385,24176,24293,19634,9897
159,385,24008,24377,19607,10008
160,385,23508,24917,19491,10084
161,385,24667,23029,20073,10231
162,385,24779,23277,19842,10102
163,385,24759,23119,20075,10047
164,385,24844,23191,19915,10050
165,385,24927,22911,19996,10166
166,385,24714,23250,19911,10125
167,385,26298,21483,20253,9966
168,385,26799,21312,19780,10109
169,385,25544,22588,19415,10453
170,385,25487,22524,19473,10516
171,385,23712,24435,20393,9460
172,385,24745,23686,19687,9882
173,385,23051,25597,19144,10208
174,385,24138,24182,19149,10531
175,385,22198,26244,18729,10829
176,385,20187,28528,17929,11356
177,385,19990,28440,18124,11446
178,385,19910,28465,18095,11530
179,385,19138,29154,18493,11215
180,385,21146,27218,17429,12207
181,385,21787,26515,17774,11924
182,385,21794,26420,17625,12161
183,385,20844,27797,17323,12036
184,385,21337,27540,17121,12002
185,385,21206,27414,17272,12108
186,385,21155,27678,17153,12014
187,385,21091,27511,17212,12186
188,385,23146,25083,16566,13205
189,385,21293,27708,15551,13448
190,385,22424,26092,15333,14151
191,385,20330,28165,14331,15174
192,385,21300,27255,14656,14789
193,385,19197,29885,14530,14388
194,385,18147,30550,14578,14725
195,385,18198,30693,14397,14712
196,385,17703,31024,14611,14662
197,385,16926,31905,14456,14713
198,385,15761,33831,13725,14683
199,385,17113,32185,13543,15159
200,385,16686,32412,13453,15449
201,385,17852,30682,13103,16363
202,385,17506,31244,12836,16414
203,385,17010,31574,12869,16547
204,385,18705,29659,13244,16392
205,385,18095,29855,13366,16684
206,385,17353,30283,13212,17152
207,385,17488,30477,13015,17020
208,385,17510,30173,13195,17122
209,385,17123,30486,13390,17001
210,385,16736,30890,13486,16888
211,385,16664,30990,13384,16962
212,385,17896,28969,13978,17157
213,385,18706,27630,14266,17398
214,385,18389,27681,14502,17428
215,385,19878,26001,14893,17228
216,385,21536,24094,15521,16849
217,385,19381,26273,15370,16976
218,385,21384,24240,14614,17762
219,385,20325,24672,14904,18099
220,385,20372,24609,14998,18021
221,385,22164,22880,15755,17201
222,385,21685,23120,15797,17398
223,385,21121,24359,15267,17253
224,385,21054,24495,15253,17198
225,385,22951,22460,16615,15974
226,385,22024,23786,16682,15508
227,385,23258,22341,16709,15692
228,385,23238,22348,16763,15651
229,385,23382,22351,16720,15547
230,385,23400,22406,16791,15403
231,385,22451,22616,16963,15970
232,385,24317,20808,16285,16590
233,385,24536,20977,16193,16294
234,385,22468,22460,16872,16200
235,385,21661,22927,16715,16697
236,385,21167,23258,16954,16621
237,385,19373,25129,16715,16783
238,385,21104,23179,15674,18043
239,385,20981,23274,15748,17997
