round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,21109,27312,12313,17266
5,385,20726,27535,12240,17499
6,385,20393,28226,11983,17398
7,385,21404,27217,12553,16826
8,385,23488,25162,13198,16152
9,385,24390,24010,13202,16398
10,385,22981,25538,13815,15666
11,385,23809,24226,13823,16142
12,385,23474,24469,13731,16326
13,385,24510,23828,13060,16602
14,385,26824,21866,13727,15583
15,385,28048,20286,14144,15522
16,385,29272,19519,14440,14769
17,385,29342,19769,14236,14653
18,385,30576,18542,13846,15036
19,385,31047,18368,13564,15021
20,385,31390,18089,13534,14987
21,385,28838,19830,14719,14613
22,385,30261,18737,14383,14619
23,385,29628,19013,14175,15184
24,385,29702,18945,14180,15173
25,385,27575,20826,14502,15097
26,385,25873,22494,14057,15576
27,385,25120,23425,14240,15215
28,385,24925,23575,14171,15329
29,385,25057,23602,14073,15268
30,385,23764,24960,14155,15121
31,385,22132,26891,13858,15119
32,385,21638,27058,14129,15175
33,385,22256,26435,13908,15401
34,385,24105,24956,14431,14508
35,385,23312,25664,14942,14082
36,385,23276,25529,15064,14131
37,385,23587,25438,14796,14179
38,385,22129,27002,14619,14250
39,385,22279,27212,14407,14102
40,385,23822,25399,15051,13728
41,385,23754,25597,14977,13672
42,385,24155,24869,15286,13690
43,385,22408,26562,14783,14247
44,385,23442,25936,14980,13642
45,385,25386,23939,14538,14137
46,385,24268,24972,14832,13928
47,385,24981,23693,14941,14385
48,385,25370,24065,14603,13962
49,385,23359,25604,14497,14540
50,385,23218,26056,14131,14595
51,385,21236,27724,14077,14963
52,385,21110,28060,14047,14783
53,385,19874,29208,14052,14866
54,385,17880,31582,13487,15051
55,385,19200,29999,13151,15650
56,385,19365,29899,13176,15560
57,385,17474,31438,13727,15361
58,385,17076,32098,13632,15194
59,385,16876,32758,13225,15141
60,385,16916,32670,13359,15055
61,385,15064,34375,13769,14792
62,385,15158,34641,13591,14610
63,385,13693,36197,14092,14018
64,385,13650,36048,14074,14228
65,385,13992,35608,14069,14331
66,385,13945,35719,14070,14266
67,385,14119,35595,14035,14251
68,385,15632,33391,14854,14123
69,385,17468,31809,15097,13626
70,385,17634,31548,15120,13698
71,385,17820,31492,14992,13696
72,385,17885,31133,15221,13761
73,385,16217,33232,15151,13400
74,385,18116,30982,15892,13010
75,385,17772,31393,15791,13044
76,385,19433,30151,15721,12695
77,385,18843,30418,15961,12778
78,385,18432,30729,16268,12571
79,385,18455,30696,16206,12643
80,385,18395,31130,16195,12280
81,385,17822,31460,16132,12586
82,385,17872,31418,16214,12496
83,385,17929,31463,16131,12477
84,385,17620,31662,16297,12421
85,385,17581,31903,16252,12264
86,385,16901,32307,16107,12685
87,385,18263,30664,16402,12671
88,385,19751,29720,16026,12503
89,385,19174,29552,16406,12868
90,385,18974,29980,16488,12558
91,385,19358,29994,16028,12620
92,385,20531,28691,16236,12542
93,385,22178,27163,15789,12870
94,385,20427,28734,15747,13092
95,385,19704,29192,16010,13094
96,385,19263,29928,15736,13073
97,385,20038,28981,16220,12761
98,385,20728,27947,16724,12601
99,385,20622,28371,16411,12596
100,385,22424,26499,15880,13197
101,385,22075,26698,15993,13234
102,385,22451,25957,15986,13606
103,385,21621,27358,15878,13143
104,385,20270,28478,16307,12945
105,385,20026,28985,16264,12725
106,385,20583,28470,16004,12943
107,385,21628,27050,16427,12895
108,385,22979,25667,16930,12424
109,385,23294,25436,16940,12330
110,385,23218,25538,16879,12365
111,385,23030,25650,17235,12085
112,385,21173,27453,17121,12253
113,385,19162,29709,17645,11484
114,385,19393,29463,17671,11473
115,385,19428,29668,17646,11258
116,385,19965,29066,17668,11301
117,385,18173,30947,16642,12238
118,385,18441,30752,16603,12204
119,385,18609,30754,16481,12156
120,385,16627,32842,15730,12801
121,385,16279,33370,15563,12788
122,385,16894,32709,15824,12573
123,385,16450,33089,16043,12418
124,385,16429,33069,16081,12421
125,385,16581,32800,16114,12505
126,385,16546,32980,15988,12486
127,385,15999,33372,16305,12324
128,385,15860,33776,16090,12274
129,385,15368,34179,16027,12426
130,385,16794,32547,16914,11745
131,385,16306,33165,17127,11402
132,385,14401,35341,17362,10896
133,385,13434,36782,16801,10983
134,385,15401,34257,16837,11505
135,385,15095,34464,16828,11613
136,385,16269,32465,17589,11677
137,385,16601,32566,17046,11787
138,385,18829,30197,17981,10993
139,385,18500,30225,18242,11033
140,385,18771,29891,18191,11147
141,385,18668,30046,18061,11225
142,385,19237,29414,18358,10991
143,385,19560,29281,18304,10855
144,385,19230,29319,18360,11091
145,385,18974,29551,18655,10820
146,385,21070,27334,18928,10668
147,385,19427,29425,18057,11091
148,385,20381,28675,17586,11358
149,385,22419,26079,18232,11270
150,385,21598,27109,18652,10641
151,385,21811,26530,18881,10778
152,385,22257,26907,18411,10425
153,385,23128,25482,19160,10230
154,385,24556,23940,19406,10098
155,385,23891,24320,19852,9937
156,385,23923,24574,19585,9918
157,385,23844,24504,19734,9918
158,385,24176,24293,19634,9897
159,385,24008,24377,19607,10008
160,385,23508,24917,19491,10084
161,385,24667,23029,20073,10231
162,385,24779,23277,19842,10102
163,385,24759,23119,20075,10047
164,385,24844,23191,19915,10050
165,385,24927,22911,19996,10166
166,385,24714,23250,19911,10125
167,385,26298,21483,20253,9966
168,385,28149,19929,19667,10255
169,385,27454,20708,19294,10544
170,385,27427,20725,19304,10544
171,385,25424,22609,20320,9647
172,385,26651,21821,19557,9971
173,385,25071,23556,19027,10346
174,385,26098,22265,19040,10597
175,385,24027,24407,18581,10985
176,385,21948,26462,17917,11673
177,385,21798,26358,18129,11715
178,385,21732,26381,18064,11823
179,385,20876,27286,18465,11373
180,385,22885,25095,17541,12479
181,385,25052,22919,18125,11904
182,385,24945,23003,18006,12046
183,385,24160,24100,17682,12058
184,385,24613,23924,17537,11926
185,385,24604,23802,17562,12032
186,385,24479,24020,17560,11941
187,385,24335,23930,17570,12165
188,385,26597,21658,16767,12978
189,385,24703,23966,15852,13479
190,385,25746,22656,15540,14058
191,385,23485,24560,14673,15282
192,385,24636,23745,15014,14605
193,385,22664,25938,14979,14419
194,385,21332,26664,15031,14973
195,385,22873,25146,15401,14580
196,385,20941,27266,15634,14159
197,385,20078,28008,15590,14324
198,385,18957,29782,14929,14332
199,385,20274,28343,14691,14692
200,385,18424,30294,13916,15366
201,385,19632,28603,13587,16178
202,385,19268,28996,13379,16357
203,385,18662,29454,13419,16465
204,385,18456,29728,13331,16485
205,385,18035,29877,13389,16699
206,385,17276,30420,13208,17096
207,385,17324,30642,13025,17009
208,385,18517,28561,13569,17353
209,385,17620,29089,14056,17235
210,385,17633,29324,13893,17150
211,385,17547,29242,13910,17301
212,385,17658,29141,13964,17237
213,385,17722,29158,13875,17245
214,385,17385,29241,14081,17293
215,385,18509,27784,14483,17224
216,385,20175,25696,15185,16944
217,385,18163,27908,15009,16920
218,385,19900,25931,14320,17849
219,385,18944,26412,14516,18128
220,385,20048,24618,14757,18577
221,385,21895,22998,15574,17533
222,385,21300,23235,15671,17794
223,385,22676,22685,15382,17257
224,385,22538,22839,15393,17230
225,385,24421,20751,16861,15967
226,385,23585,22074,16826,15515
227,385,24931,20703,16728,15638
228,385,24846,20697,16852,15605
229,385,24968,20631,16871,15530
230,385,24967,20749,16916,15368
231,385,22991,22331,16602,16076
232,385,24807,20492,16004,16697
233,385,26881,19083,16910,15126
234,385,24844,20487,17649,15020
235,385,23933,20968,17545,15554
236,385,23260,21335,17872,15533
237,385,21559,23084,17619,15738
238,385,23366,21156,16535,16943
239,385,23312,21327,16481,16880
