round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,21109,27312,12313,17266
5,385,20726,27535,12240,17499
6,385,20393,28226,11983,17398
7,385,21404,27217,12553,16826
8,385,23488,25162,13198,16152
9,385,24390,24010,13202,16398
10,385,22981,25538,13815,15666
11,385,23809,24226,13823,16142
12,385,23474,24469,13731,16326
13,385,24510,23828,13060,16602
14,385,26824,21866,13727,15583
15,385,28048,20286,14144,15522
16,385,29272,19519,14440,14769
17,385,29342,19769,14236,14653
18,385,30576,18542,13846,15036
19,385,31047,18368,13564,15021
20,385,31390,18089,13534,14987
21,385,28838,19830,14719,14613
22,385,30261,18737,14383,14619
23,385,29628,19013,14175,15184
24,385,29702,18945,14180,15173
25,385,27575,20826,14502,15097
26,385,25873,22494,14057,15576
27,385,25120,23425,14240,15215
28,385,24925,23575,14171,15329
29,385,25057,23602,14073,15268
30,385,23764,24960,14155,15121
31,385,22132,26891,13858,15119
32,385,21638,27058,14129,15175
33,385,22256,26435,13908,15401
34,385,24105,24956,14431,14508
35,385,23312,25664,14942,14082
36,385,23276,25529,15064,14131
37,385,23587,25438,14796,14179
38,385,22129,27002,14619,14250
39,385,22279,27212,14407,14102
40,385,23822,25399,15051,13728
41,385,23754,25597,14977,13672
42,385,24155,24869,15286,13690
43,385,22408,26562,14783,14247
44,385,23442,25936,14980,13642
45,385,25386,23939,14538,14137
46,385,24268,24972,14832,13928
47,385,24981,23693,14941,14385
48,385,25370,24065,14603,13962
49,385,23359,25604,14497,14540
50,385,23218,26056,14131,14595
51,385,21236,27724,14077,14963
52,385,21110,28060,14047,14783
53,385,19874,29208,14052,14866
54,385,17880,31582,13487,15051
55,385,19200,29999,13151,15650
56,385,19365,29899,13176,15560
57,385,17474,31438,13727,15361
58,385,17076,32098,13632,15194
59,385,16876,32758,13225,15141
60,385,16916,32670,13359,15055
61,385,15064,34375,13769,14792
62,385,15158,34641,13591,14610
63,385,13693,36197,14092,14018
64,385,13650,36048,14074,14228
65,385,13992,35608,14069,14331
66,385,13945,35719,14070,14266
67,385,14119,35595,14035,14251
68,385,15632,33391,14854,14123
69,385,16027,33315,14787,13871
70,385,16280,32929,14830,13961
71,385,16339,32933,14775,13953
72,385,16504,32548,14917,14031
73,385,14730,34603,14953,13714
74,385,16848,32131,15654,13367
75,385,16364,32806,15535,13295
76,385,18084,31492,15494,12930
77,385,17565,31703,15688,13044
78,385,17213,32002,15982,12803
79,385,17166,32147,15844,12843
80,385,17078,32557,15817,12548
81,385,16651,32795,15795,12759
82,385,16582,32760,15917,12741
83,385,16747,32803,15800,12650
84,385,16445,33106,15872,12577
85,385,16316,33316,15893,12475
86,385,15673,33797,15715,12815
87,385,17106,31976,16079,12839
88,385,18597,31064,15730,12609
89,385,18067,30875,16098,12960
90,385,17859,31322,16143,12676
91,385,18119,31408,15759,12714
92,385,19273,29906,16041,12780
93,385,20927,28463,15546,13064
94,385,19245,30128,15428,13199
95,385,18563,30430,15720,13287
96,385,18042,31360,15430,13168
97,385,18961,30296,15854,12889
98,385,19512,29280,16450,12758
99,385,19419,29780,16063,12738
100,385,21340,27851,15513,13296
101,385,20974,27953,15700,13373
102,385,21288,27215,15688,13809
103,385,20430,28715,15584,13271
104,385,19070,29832,15991,13107
105,385,18862,30305,15931,12902
106,385,19352,29797,15714,13137
107,385,20565,28269,16096,13070
108,385,21827,26946,16629,12598
109,385,22255,26654,16636,12455
110,385,22134,26823,16550,12493
111,385,21955,27000,16835,12210
112,385,20095,28732,16752,12421
113,385,18162,31051,17162,11625
114,385,18230,30760,17334,11676
115,385,18375,30991,17209,11425
116,385,18804,30412,17272,11512
117,385,17083,32352,16228,12337
118,385,17294,32142,16202,12362
119,385,17517,32118,16082,12283
120,385,15566,34253,15324,12857
121,385,15232,34774,15165,12829
122,385,15802,34065,15455,12678
123,385,15264,34532,15678,12526
124,385,16429,33069,16081,12421
125,385,16581,32800,16114,12505
126,385,16546,32980,15988,12486
127,385,15999,33372,16305,12324
128,385,15860,33776,16090,12274
129,385,15368,34179,16027,12426
130,385,16794,32547,16914,11745
131,385,17124,32321,16792,11763
132,385,15141,34595,17054,11210
133,385,14257,35872,16581,11290
134,385,16224,33511,16502,11763
135,385,15946,33612,16532,11910
136,385,17100,31623,17262,12015
137,385,17469,31721,16678,12132
138,385,19694,29416,17587,11303
139,385,19357,29440,17815,11388
140,385,19659,29083,17780,11478
141,385,19614,29174,17630,11582
142,385,20219,28553,17918,11310
143,385,20477,28306,17955,11262
144,385,20167,28528,17908,11397
145,385,19900,28759,18189,11152
146,385,22108,26473,18425,10994
147,385,20302,28569,17682,11447
148,385,20381,28675,17586,11358
149,385,22419,26079,18232,11270
150,385,21598,27109,18652,10641
151,385,21811,26530,18881,10778
152,385,22257,26907,18411,10425
153,385,23128,25482,19160,10230
154,385,24556,23940,19406,10098
155,385,23891,24320,19852,9937
156,385,23923,24574,19585,9918
157,385,23844,24504,19734,9918
158,385,24176,24293,19634,9897
159,385,24008,24377,19607,10008
160,385,23508,24917,19491,10084
161,385,24667,23029,20073,10231
162,385,24779,23277,19842,10102
163,385,25906,22363,19275,10456
164,385,25971,22377,19143,10509
165,385,25943,22160,19302,10595
166,385,25912,22440,19110,10538
167,385,27557,20704,19367,10372
168,385,27977,20558,18926,10539
169,385,26689,21807,18656,10848
170,385,26609,21807,18675,10909
171,385,24805,23687,19640,9868
172,385,25788,22922,18983,10307
173,385,24096,24714,18533,10657
174,385,25174,23396,18441,10989
175,385,23303,25356,18073,11268
176,385,22156,26970,17454,11420
177,385,20983,27667,18277,11073
178,385,20817,27656,18314,11213
179,385,20067,28372,18691,10870
180,385,22126,26532,17586,11756
181,385,22838,25653,17964,11545
182,385,22805,25627,17834,11734
183,385,21705,27019,17532,11744
184,385,22325,26755,17273,11647
185,385,22098,26581,17483,11838
186,385,22105,26817,17351,11727
187,385,22085,26607,17419,11889
188,385,24206,24211,16749,12834
189,385,22183,26883,15821,13113
190,385,23424,25272,15575,13729
191,385,21276,27342,14637,14745
192,385,22200,26499,14989,14312
193,385,20980,28164,14731,14125
194,385,19970,29011,14703,14316
195,385,20025,29088,14499,14388
196,385,19479,29500,14698,14323
197,385,18714,30247,14616,14423
198,385,17361,32138,14026,14475
199,385,18752,30624,13828,14796
200,385,18311,30820,13720,15149
201,385,19541,29131,13386,15942
202,385,20130,28864,13411,15595
203,385,19775,29315,13309,15601
204,385,19454,29375,13364,15807
205,385,18928,29840,13357,15875
206,385,18327,30207,13136,16330
207,385,18260,30580,12956,16204
208,385,18565,30039,13154,16242
209,385,17432,31025,13434,16109
210,385,17612,31032,13350,16006
211,385,16608,31705,13373,16314
212,385,17923,29889,13869,16319
213,385,18049,29848,13789,16314
214,385,18706,29414,13524,16356
215,385,20309,27396,14031,16264
216,385,22104,25238,14754,15904
217,385,20972,26860,14367,15801
218,385,23021,24860,13680,16439
219,385,22950,24961,13663,16426
220,385,23248,24609,13724,16419
221,385,24062,23646,14088,16204
222,385,23575,23823,14126,16476
223,385,24787,22990,14117,16106
224,385,24708,23286,14026,15980
225,385,26861,21097,15170,14872
226,385,25753,22379,15361,14507
227,385,27114,20883,15404,14599
228,385,27168,20981,15361,14490
229,385,27478,20724,15433,14365
230,385,27284,21027,15367,14322
231,385,27620,20544,15517,14319
232,385,29909,18464,14863,14764
233,385,31313,17997,15105,13585
234,385,28918,19571,15765,13746
235,385,28007,20172,15719,14102
236,385,28736,19945,15426,13893
237,385,26679,21624,15394,14303
238,385,28800,19727,14371,15102
239,385,28792,19857,14370,14981
