round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,18738,29818,11866,17578
5,385,18868,29645,11790,17697
6,385,19992,28514,11882,17612
7,385,20938,27498,12488,17076
8,385,22987,25540,13074,16399
9,385,24002,24331,13083,16584
10,385,22504,25873,13692,15931
11,385,23345,24741,13615,16299
12,385,23426,24570,13695,16309
13,385,24669,23754,13067,16510
14,385,26685,21916,13840,15559
15,385,28041,20333,14127,15499
16,385,28828,19771,14352,15049
17,385,28800,20303,14089,14808
18,385,30062,18830,13771,15337
19,385,30437,18741,13428,15394
20,385,30915,18315,13424,15346
21,385,28404,20231,14554,14811
22,385,29704,18968,14371,14957
23,385,30769,17730,14790,14711
24,385,31048,17868,14657,14427
25,385,30966,17883,14609,14542
26,385,29276,19265,14343,15116
27,385,28552,20371,14298,14779
28,385,28362,20296,14354,14988
29,385,28395,20296,14376,14933
30,385,27068,21806,14435,14691
31,385,25583,23475,14169,14773
32,385,24938,23616,14579,14867
33,385,23602,24960,14524,14914
34,385,25323,23640,15060,13977
35,385,24247,24575,15766,13412
36,385,24310,24469,15743,13478
37,385,24707,24331,15535,13427
38,385,25126,24091,15657,13126
39,385,25350,24034,15595,13021
40,385,26974,22369,16125,12532
41,385,26951,22554,15971,12524
42,385,27679,21701,16316,12304
43,385,26200,23115,15898,12787
44,385,24384,24887,15320,13409
45,385,26299,23136,14816,13749
46,385,24672,24567,15394,13367
47,385,25682,23181,15423,13714
48,385,25947,23358,15298,13397
49,385,24049,24910,14978,14063
50,385,23736,25558,14709,13997
51,385,23801,25516,14614,14069
52,385,23417,25781,14648,14154
53,385,22152,27110,14566,14172
54,385,20289,29236,14044,14431
55,385,21540,27637,13888,14935
56,385,21756,27680,13805,14759
57,385,20058,29147,14152,14643
58,385,19403,29911,14157,14529
59,385,19061,30202,14031,14706
60,385,18616,30674,14267,14443
61,385,17082,32443,14450,14025
62,385,17169,32299,14511,14021
63,385,15755,34160,14832,13253
64,385,16036,33539,14851,13574
65,385,15904,33930,14800,13366
66,385,15968,33671,14763,13598
67,385,15864,34057,14701,13378
68,385,17161,32027,15439,13373
69,385,17537,32001,15232,13230
70,385,17754,31890,15321,13035
71,385,18078,31493,15332,13097
72,385,19792,29209,15326,13673
73,385,17962,31660,15232,13146
74,385,19880,29524,15819,12777
75,385,19502,29515,16001,12982
76,385,17708,31802,15543,12947
77,385,17209,32063,15625,13103
78,385,17238,32185,15716,12861
79,385,19249,29976,15441,13334
80,385,19401,29790,15454,13355
81,385,21095,28220,15723,12962
82,385,20394,28395,16072,13139
83,385,19011,30333,15990,12666
84,385,19178,30214,15867,12741
85,385,18053,30983,15946,13018
86,385,19446,29210,16846,12498
87,385,19530,29370,16650,12450
88,385,20356,28759,16570,12315
89,385,18261,30723,16918,12098
90,385,17888,31481,16960,11671
91,385,18230,31370,16712,11688
92,385,18841,30456,16807,11896
93,385,18858,30698,16677,11767
94,385,18620,30801,16758,11821
95,385,18159,31174,16856,11811
96,385,17839,31310,16967,11884
97,385,19167,29784,17559,11490
98,385,17916,31221,16929,11934
99,385,18562,30977,16705,11756
100,385,19859,29338,16195,12608
101,385,19415,29641,16571,12373
102,385,19849,29148,16329,12674
103,385,18365,31008,16571,12056
104,385,19587,29432,16850,12131
105,385,19692,29450,16660,12198
106,385,20368,28731,16597,12304
107,385,21686,27464,16635,12215
108,385,23270,25559,17423,11748
109,385,24696,24092,17694,11518
110,385,25003,24013,17470,11514
111,385,24376,24389,17839,11396
112,385,23009,25888,17618,11485
113,385,20741,28187,18215,10857
114,385,20945,27856,18292,10907
115,385,20490,28338,18286,10886
116,385,20946,27870,18336,10848
117,385,19515,29773,17406,11306
118,385,19399,29743,17507,11351
119,385,19441,29768,17370,11421
120,385,17775,31414,16857,11954
121,385,17566,31846,16806,11782
122,385,17408,31960,16803,11829
123,385,17538,31644,16889,11929
124,385,19617,29786,17265,11332
125,385,19873,29212,17296,11619
126,385,17753,31536,17388,11323
127,385,17145,32207,17688,10960
128,385,17026,32379,17700,10895
129,385,18222,30667,18608,10503
130,385,18058,30899,18588,10455
131,385,18209,30876,18557,10358
132,385,19679,28983,18699,10639
133,385,17620,31366,18116,10898
134,385,18112,30762,18058,11068
135,385,16622,32587,17293,11498
136,385,18647,30134,17861,11358
137,385,19155,29841,17483,11521
138,385,17646,31958,16624,11772
139,385,17592,31986,16603,11819
140,385,17212,32126,16533,12129
141,385,17291,32225,16493,11991
142,385,18665,30233,17525,11577
143,385,18855,30182,17414,11549
144,385,17133,32205,16803,11859
145,385,16791,32432,17144,11633
146,385,16804,32437,17091,11668
147,385,15232,34650,16114,12004
148,385,15604,34222,15992,12182
149,385,16114,33747,15994,12145
150,385,15989,33528,16264,12219
151,385,14473,35516,15605,12406
152,385,16060,33800,16226,11914
153,385,14561,35568,15415,12456
154,385,14471,35605,15595,12329
155,385,14042,35772,15982,12204
156,385,14075,35908,15753,12264
157,385,15847,34118,15745,12290
158,385,15683,34320,15888,12109
159,385,15627,33942,15960,12471
160,385,15488,34242,15967,12303
161,385,15488,34202,15902,12408
162,385,15415,34277,15902,12406
163,385,15518,34044,16112,12326
164,385,15467,34019,16061,12453
165,385,14120,35935,15330,12615
166,385,12390,37813,14752,13045
167,385,14135,35907,14893,13065
168,385,14439,35628,14797,13136
169,385,13025,37554,14211,13210
170,385,12902,37329,14479,13290
171,385,11114,39878,14824,12184
172,385,11632,39035,14875,12458
173,385,11325,39523,14703,12449
174,385,13149,37047,14636,13168
175,385,12846,37199,14661,13294
176,385,12480,38141,14317,13062
177,385,12422,38013,14360,13205
178,385,12317,38021,14378,13284
179,385,12258,38506,14259,12977
180,385,12646,37944,14079,13331
181,385,14452,35635,14895,13018
182,385,14408,35500,14888,13204
183,385,13140,37135,14696,13029
184,385,13565,36857,14606,12972
185,385,13442,36791,14660,13107
186,385,13626,36925,14470,12979
187,385,13465,36569,14767,13199
188,385,13871,35976,14687,13466
189,385,13642,36963,14104,13291
190,385,14984,34902,14147,13967
191,385,15008,34668,14369,13955
192,385,15390,34186,14666,13758
193,385,15442,34693,14350,13515
194,385,15000,34956,14316,13728
195,385,15099,34801,14384,13716
196,385,15125,34763,14416,13696
197,385,13791,36377,14168,13664
198,385,13859,36381,14177,13583
199,385,13864,36358,14247,13531
200,385,13629,36462,14085,13824
201,385,14990,34841,13742,14427
202,385,15085,34817,13796,14302
203,385,15177,35014,13617,14192
204,385,15053,35072,13700,14175
205,385,15132,34930,13565,14373
206,385,14831,35117,13479,14573
207,385,15823,33891,14039,14247
208,385,17424,32112,14190,14274
209,385,16761,32771,14414,14054
210,385,16600,32902,14377,14121
211,385,16435,32576,14637,14352
212,385,16407,32609,14651,14333
213,385,15553,33964,14249,14234
214,385,15737,33741,14172,14350
215,385,15968,33988,13995,14049
216,385,17696,31514,14701,14089
217,385,16219,33011,14651,14119
218,385,17795,31541,14203,14461
219,385,17806,31659,14017,14518
220,385,19348,29542,14305,14805
221,385,21398,27258,14981,14363
222,385,20843,28366,14473,14318
223,385,22472,26316,15008,14204
224,385,22431,26293,14997,14279
225,385,22247,26248,15082,14423
226,385,20861,27809,15041,14289
227,385,22494,26239,15071,14196
228,385,22697,25938,15022,14343
229,385,24167,24405,14532,14896
230,385,26205,22929,13231,15635
231,385,24591,24256,13244,15909
232,385,24677,24309,13114,15900
233,385,27020,22216,14047,14717
234,385,26154,22621,14292,14933
235,385,27679,20945,14730,14646
236,385,27577,21159,14743,14521
237,385,26917,21825,14755,14503
238,385,27857,20721,14237,15185
239,385,29708,19441,13759,15092
