round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19844,29146,11921,17089
4,385,21109,27312,12313,17266
5,385,20726,27535,12240,17499
6,385,20393,28226,11983,17398
7,385,21404,27217,12553,16826
8,385,23488,25162,13198,16152
9,385,24390,24010,13202,16398
10,385,22981,25538,13815,15666
11,385,23809,24226,13823,16142
12,385,23474,24469,13731,16326
13,385,24510,23828,13060,16602
14,385,26824,21866,13727,15583
15,385,28048,20286,14144,15522
16,385,29272,19519,14440,14769
17,385,29342,19769,14236,14653
18,385,30576,18542,13846,15036
19,385,31047,18368,13564,15021
20,385,31390,18089,13534,14987
21,385,28838,19830,14719,14613
22,385,30261,18737,14383,14619
23,385,29628,19013,14175,15184
24,385,29702,18945,14180,15173
25,385,27575,20826,14502,15097
26,385,25873,22494,14057,15576
27,385,25120,23425,14240,15215
28,385,24925,23575,14171,15329
29,385,25057,23602,14073,15268
30,385,23764,24960,14155,15121
31,385,22132,26891,13858,15119
32,385,21638,27058,14129,15175
33,385,22256,26435,13908,15401
34,385,24105,24956,14431,14508
35,385,23312,25664,14942,14082
36,385,23276,25529,15064,14131
37,385,23587,25438,14796,14179
38,385,22129,27002,14619,14250
39,385,22279,27212,14407,14102
40,385,23822,25399,15051,13728
41,385,23754,25597,14977,13672
42,385,24155,24869,15286,13690
43,385,22408,26562,14783,14247
44,385,23442,25936,14980,13642
45,385,25386,23939,14538,14137
46,385,24268,24972,14832,13928
47,385,24981,23693,14941,14385
48,385,25370,24065,14603,13962
49,385,23359,25604,14497,14540
50,385,23218,26056,14131,14595
51,385,21236,27724,14077,14963
52,385,21110,28060,14047,14783
53,385,19874,29208,14052,14866
54,385,17880,31582,13487,15051
55,385,19200,29999,13151,15650
56,385,19365,29899,13176,15560
57,385,17474,31438,13727,15361
58,385,17076,32098,13632,15194
59,385,16876,32758,13225,15141
60,385,16916,32670,13359,15055
61,385,15064,34375,13769,14792
62,385,15158,34641,13591,14610
63,385,13693,36197,14092,14018
64,385,13650,36048,14074,14228
65,385,13992,35608,14069,14331
66,385,13945,35719,14070,14266
67,385,14119,35595,14035,14251
68,385,15632,33391,14854,14123
69,385,16027,33315,14787,13871
70,385,16280,32929,14830,13961
71,385,16339,32933,14775,13953
72,385,16504,32548,14917,14031
73,385,14730,34603,14953,13714
74,385,16848,32131,15654,13367
75,385,16364,32806,15535,13295
76,385,18084,31492,15494,12930
77,385,17565,31703,15688,13044
78,385,17213,32002,15982,12803
79,385,17166,32147,15844,12843
80,385,17078,32557,15817,12548
81,385,16651,32795,15795,12759
82,385,16582,32760,15917,12741
83,385,16747,32803,15800,12650
84,385,16445,33106,15872,12577
85,385,16316,33316,15893,12475
86,385,15673,33797,15715,12815
87,385,17106,31976,16079,12839
88,385,18597,31064,15730,12609
89,385,18067,30875,16098,12960
90,385,17859,31322,16143,12676
91,385,18119,31408,15759,12714
92,385,19273,29906,16041,12780
93,385,20927,28463,15546,13064
94,385,19245,30128,15428,13199
95,385,18563,30430,15720,13287
96,385,18042,31360,15430,13168
97,385,18961,30296,15854,12889
98,385,19512,29280,16450,12758
99,385,19419,29780,16063,12738
100,385,21340,27851,15513,13296
101,385,20974,27953,15700,13373
102,385,21288,27215,15688,13809
103,385,20430,28715,15584,13271
104,385,19070,29832,15991,13107
105,385,18862,30305,15931,12902
106,385,19352,29797,15714,13137
107,385,20565,28269,16096,13070
108,385,21827,26946,16629,12598
109,385,22255,26654,16636,12455
110,385,22134,26823,16550,12493
111,385,21955,27000,16835,12210
112,385,20095,28732,16752,12421
113,385,18162,31051,17162,11625
114,385,18230,30760,17334,11676
115,385,18375,30991,17209,11425
116,385,18804,30412,17272,11512
117,385,17083,32352,16228,12337
118,385,17294,32142,16202,12362
119,385,17517,32118,16082,12283
120,385,15566,34253,15324,12857
121,385,15232,34774,15165,12829
122,385,15802,34065,15455,12678
123,385,15264,34532,15678,12526
124,385,16429,33069,16081,12421
125,385,16581,32800,16114,12505
126,385,16546,32980,15988,12486
127,385,15999,33372,16305,12324
128,385,15860,33776,16090,12274
129,385,15368,34179,16027,12426
130,385,15342,34425,15941,12292
131,385,15759,34089,15839,12313
132,385,13823,36508,15944,11725
133,385,12791,37800,15576,11833
134,385,14744,35390,15520,12346
135,385,13051,37461,14838,12650
136,385,14324,35463,15451,12762
137,385,14621,35408,15041,12930
138,385,16706,33089,16033,12172
139,385,16443,33100,16219,12238
140,385,16652,32735,16210,12403
141,385,16623,32783,16060,12534
142,385,17200,31947,16502,12351
143,385,15828,33732,15719,12721
144,385,14119,35854,15072,12955
145,385,14006,36152,15168,12674
146,385,15921,33656,15791,12632
147,385,14248,35977,14757,13018
148,385,14156,36172,14753,12919
149,385,14556,35198,15098,13148
150,385,13978,36211,15211,12600
151,385,14005,35599,15556,12840
152,385,16100,34099,15897,11904
153,385,15671,34260,15865,12204
154,385,17158,32442,16237,12163
155,385,16546,32851,16537,12066
156,385,15139,34917,16163,11781
157,385,15233,34894,16164,11709
158,385,15300,34860,16137,11703
159,385,15140,34725,16224,11911
160,385,14709,35586,15928,11777
161,385,14615,35256,16045,12084
162,385,14646,35360,15997,11997
163,385,14600,35260,16191,11949
164,385,14668,35204,16125,12003
165,385,13298,36845,15609,12248
166,385,11539,39078,14747,12636
167,385,13268,37159,15012,12561
168,385,13440,36816,15056,12688
169,385,12576,37892,14535,12997
170,385,12306,38052,14762,12880
171,385,10532,40571,15074,11823
172,385,11246,39436,15096,12222
173,385,10832,39834,15116,12218
174,385,12408,38006,15013,12573
175,385,11928,38790,14846,12436
176,385,11710,39420,14541,12329
177,385,11560,39219,14699,12522
178,385,11710,39235,14576,12479
179,385,11111,40145,14648,12096
180,385,13018,37615,14089,13278
181,385,14876,34873,15091,13160
182,385,14786,35103,14914,13197
183,385,13619,36776,14587,13018
184,385,13933,36215,14714,13138
185,385,13933,36089,14725,13253
186,385,13817,36432,14618,13133
187,385,13736,36215,14736,13313
188,385,15790,33559,14384,14267
189,385,15513,34630,13827,14030
190,385,16958,32686,13635,14721
191,385,16279,33342,13428,14951
192,385,17150,32367,13753,14730
193,385,16665,32970,13763,14602
194,385,15720,33947,13458,14875
195,385,15477,34290,13248,14985
196,385,15050,34753,13301,14896
197,385,14164,35723,13157,14956
198,385,14258,35858,13089,14795
199,385,15612,34113,12990,15285
200,385,17629,31647,13770,14954
201,385,18785,29892,13503,15820
202,385,18470,30279,13321,15930
203,385,17922,30936,13232,15910
204,385,19599,28905,13683,15813
205,385,19144,29113,13746,15997
206,385,18408,29525,13541,16526
207,385,18388,29781,13422,16409
208,385,19770,27833,13877,16520
209,385,20677,26227,13884,17212
210,385,18825,28488,14272,16415
211,385,18809,28543,14158,16490
212,385,17700,30087,13907,16306
213,385,17543,30260,13833,16364
214,385,17420,30150,14043,16387
215,385,18512,28889,14326,16273
216,385,20386,26747,14996,15871
217,385,19448,27244,15137,16171
218,385,21281,25193,14541,16985
219,385,20286,25776,14680,17258
220,385,21337,24001,15025,17637
221,385,23362,22225,15850,16563
222,385,22797,22599,15807,16797
223,385,22129,23926,15141,16804
224,385,20835,25602,15783,15780
225,385,22802,23440,17129,14629
226,385,21842,24884,17127,14147
227,385,22023,24854,16979,14144
228,385,22846,23455,17565,14134
229,385,22853,23599,17509,14039
230,385,24953,21811,16265,14971
231,385,22824,23427,16001,15748
232,385,24746,21597,15270,16387
233,385,25592,21321,15431,15656
234,385,23506,23141,16035,15318
235,385,24678,21675,16603,15044
236,385,25982,20146,16748,15124
237,385,27219,18902,17042,14837
238,385,29105,17273,15595,16027
239,385,31327,15678,14930,16065
