,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.13,1,1.13
1,2,Cooperator,0.99,1,0.99
2,3,Cooperator,1.01,1,1.01
3,4,Tit For Tat,1.87,1,1.87
4,5,Cooperator,1.01,1,1.01
5,6,Tit For Tat,1.21,1,1.21
6,7,GTFT: 0.33,0.78,1,0.78
7,8,Cooperator,0.69,1,0.69
8,9,Cooperator,1.92,1,1.92
9,10,GTFT: 0.33,0.74,1,0.74
10,11,Defector,1.62,1,1.62
11,12,Tit For Tat,0.73,1,0.73
12,13,GTFT: 0.33,1.57,1,1.57
13,14,Defector,1.27,1,1.27
14,15,Tit For Tat,0.72,1,0.72
15,16,Defector,1.67,1,1.67
16,17,Defector,0.86,1,0.86
17,18,GTFT: 0.33,0.83,1,0.83
18,19,GTFT: 0.33,0.73,1,0.73
19,20,Cooperator,0.69,1,0.69
20,21,Cooperator,1.02,1,1.02
21,22,Defector,0.76,1,0.76
22,23,GTFT: 0.33,0.96,1,0.96
23,24,Defector,1.66,1,1.66
24,25,GTFT: 0.33,0.94,1,0.94
25,26,Tit For Tat,0.85,1,0.85
26,27,GTFT: 0.33,0.71,1,0.71
27,28,Tit For Tat,1.3,1,1.3
28,29,Cooperator,0.74,1,0.74
29,30,GTFT: 0.33,0.71,1,0.71
30,31,Tit For Tat,0.72,1,0.72
31,32,Defector,1.37,1,1.37
32,33,Defector,1.59,1,1.59
33,34,Cooperator,0.91,1,0.91
34,35,Tit For Tat,0.97,1,0.97
35,36,Cooperator,0.81,1,0.81
36,37,Tit For Tat,1.44,1,1.44
37,38,Defector,0.92,1,0.92
38,39,Defector,1.22,1,1.22
39,40,Tit For Tat,0.9,1,0.9
