,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.39,1,1.39
1,2,Cooperator,1.02,1,1.02
2,3,Cooperator,1.31,1,1.31
3,4,Tit For Tat,0.81,1,0.81
4,5,Cooperator,0.8,1,0.8
5,6,Tit For Tat,1.16,1,1.16
6,7,GTFT: 0.33,1.2,1,1.2
7,8,Cooperator,1.55,1,1.55
8,9,Cooperator,0.82,1,0.82
9,10,GTFT: 0.33,0.65,1,0.65
10,11,Defector,1.67,1,1.67
11,12,Tit For Tat,1.48,1,1.48
12,13,GTFT: 0.33,1.63,1,1.63
13,14,Defector,0.95,1,0.95
14,15,Tit For Tat,0.23,1,0.23
15,16,Defector,0.9,1,0.9
16,17,Defector,0.76,1,0.76
17,18,GTFT: 0.33,0.75,1,0.75
18,19,GTFT: 0.33,1.59,1,1.59
19,20,Cooperator,1.8,1,1.8
20,21,Cooperator,1.43,1,1.43
21,22,Defector,1.66,1,1.66
22,23,GTFT: 0.33,1.57,1,1.57
23,24,Defector,1.82,1,1.82
24,25,GTFT: 0.33,1.33,1,1.33
25,26,Tit For Tat,1.13,1,1.13
26,27,GTFT: 0.33,0.76,1,0.76
27,28,Tit For Tat,1.11,1,1.11
28,29,Cooperator,0.86,1,0.86
29,30,GTFT: 0.33,1.11,1,1.11
30,31,Tit For Tat,0.56,1,0.56
31,32,Defector,1.05,1,1.05
32,33,Defector,1.61,1,1.61
33,34,Cooperator,0.53,1,0.53
34,35,Tit For Tat,1.73,1,1.73
35,36,Cooperator,1.29,1,1.29
36,37,Tit For Tat,1.57,1,1.57
37,38,Defector,1.12,1,1.12
38,39,Defector,1.24,1,1.24
39,40,Tit For Tat,0.71,1,0.71
