,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.88,1,0.88
1,2,Cooperator,0.76,1,0.76
2,3,Cooperator,0.7,1,0.7
3,4,Tit For Tat,0.71,1,0.71
4,5,Cooperator,0.99,1,0.99
5,6,Tit For Tat,1.11,1,1.11
6,7,GTFT: 0.33,0.78,1,0.78
7,8,Cooperator,0.99,1,0.99
8,9,Cooperator,1.7,1,1.7
9,10,GTFT: 0.33,1.12,1,1.12
10,11,Defector,0.81,1,0.81
11,12,Tit For Tat,0.71,1,0.71
12,13,GTFT: 0.33,0.81,1,0.81
13,14,Defector,1.26,1,1.26
14,15,Tit For Tat,0.69,1,0.69
15,16,Defector,1.01,1,1.01
16,17,Defector,0.82,1,0.82
17,18,GTFT: 0.33,0.74,1,0.74
18,19,GTFT: 0.33,0.74,1,0.74
19,20,Cooperator,0.7,1,0.7
20,21,Cooperator,0.71,1,0.71
21,22,Defector,1.06,1,1.06
22,23,GTFT: 0.33,0.89,1,0.89
23,24,Defector,0.81,1,0.81
24,25,GTFT: 0.33,0.75,1,0.75
25,26,Tit For Tat,0.91,1,0.91
26,27,GTFT: 0.33,0.72,1,0.72
27,28,Tit For Tat,0.7,1,0.7
28,29,Cooperator,0.75,1,0.75
29,30,GTFT: 0.33,2.34,1,2.34
30,31,Tit For Tat,0.78,1,0.78
31,32,Defector,1.0,1,1.0
32,33,Defector,0.82,1,0.82
33,34,Cooperator,3.39,1,3.39
34,35,Tit For Tat,1.16,1,1.16
35,36,Cooperator,0.73,1,0.73
36,37,Tit For Tat,1.23,1,1.23
37,38,Defector,1.0,1,1.0
38,39,Defector,1.14,1,1.14
39,40,Tit For Tat,0.83,1,0.83
