,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.18,1,0.18
1,2,Cooperator,1.55,1,1.55
2,3,Cooperator,0.55,1,0.55
3,4,Tit For Tat,0.91,1,0.91
4,5,Cooperator,1.47,1,1.47
5,6,Tit For Tat,1.51,1,1.51
6,7,GTFT: 0.33,1.56,1,1.56
7,8,Cooperator,1.13,1,1.13
8,9,Cooperator,1.28,1,1.28
9,10,GTFT: 0.33,0.85,1,0.85
10,11,Defector,1.24,1,1.24
11,12,Tit For Tat,0.26,1,0.26
12,13,GTFT: 0.33,0.8,1,0.8
13,14,Defector,1.08,1,1.08
14,15,Tit For Tat,0.35,1,0.35
15,16,Defector,0.84,1,0.84
16,17,Defector,0.84,1,0.84
17,18,GTFT: 0.33,0.86,1,0.86
18,19,GTFT: 0.33,0.76,1,0.76
19,20,Cooperator,0.39,1,0.39
20,21,Cooperator,1.02,1,1.02
21,22,Defector,1.18,1,1.18
22,23,GTFT: 0.33,1.11,1,1.11
23,24,Defector,1.17,1,1.17
24,25,GTFT: 0.33,0.62,1,0.62
25,26,Tit For Tat,0.78,1,0.78
26,27,GTFT: 0.33,0.02,1,0.02
27,28,Tit For Tat,0.96,1,0.96
28,29,Cooperator,0.35,1,0.35
29,30,GTFT: 0.33,1.75,1,1.75
30,31,Tit For Tat,1.28,1,1.28
31,32,Defector,0.74,1,0.74
32,33,Defector,1.6,1,1.6
33,34,Cooperator,0.51,1,0.51
34,35,Tit For Tat,1.0,1,1.0
35,36,Cooperator,0.85,1,0.85
36,37,Tit For Tat,0.89,1,0.89
37,38,Defector,1.86,1,1.86
38,39,Defector,0.7,1,0.7
39,40,Tit For Tat,0.67,1,0.67
