,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.29,1,0.29
1,2,Cooperator,0.37,1,0.37
2,3,Cooperator,0.43,1,0.43
3,4,Tit For Tat,1.01,1,1.01
4,5,Cooperator,1.2,1,1.2
5,6,Tit For Tat,1.51,1,1.51
6,7,GTFT: 0.33,0.61,1,0.61
7,8,Cooperator,0.42,1,0.42
8,9,Cooperator,0.3,1,0.3
9,10,GTFT: 0.33,1.26,1,1.26
10,11,Defector,0.81,1,0.81
11,12,Tit For Tat,0.28,1,0.28
12,13,GTFT: 0.33,0.87,1,0.87
13,14,Defector,0.68,1,0.68
14,15,Tit For Tat,0.29,1,0.29
15,16,Defector,0.53,1,0.53
16,17,Defector,0.88,1,0.88
17,18,GTFT: 0.33,1.82,1,1.82
18,19,GTFT: 0.33,0.48,1,0.48
19,20,Cooperator,0.49,1,0.49
20,21,Cooperator,0.99,1,0.99
21,22,Defector,1.01,1,1.01
22,23,GTFT: 0.33,0.29,1,0.29
23,24,Defector,0.8,1,0.8
24,25,GTFT: 0.33,1.18,1,1.18
25,26,Tit For Tat,1.26,1,1.26
26,27,GTFT: 0.33,0.71,1,0.71
27,28,Tit For Tat,0.72,1,0.72
28,29,Cooperator,0.57,1,0.57
29,30,GTFT: 0.33,0.72,1,0.72
30,31,Tit For Tat,0.51,1,0.51
31,32,Defector,0.44,1,0.44
32,33,Defector,0.55,1,0.55
33,34,Cooperator,0.58,1,0.58
34,35,Tit For Tat,1.31,1,1.31
35,36,Cooperator,0.57,1,0.57
36,37,Tit For Tat,0.57,1,0.57
37,38,Defector,1.48,1,1.48
38,39,Defector,1.01,1,1.01
39,40,Tit For Tat,1.1,1,1.1
