,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.93,1,0.93
1,2,Cooperator,0.86,1,0.86
2,3,Cooperator,0.77,1,0.77
3,4,Tit For Tat,0.96,1,0.96
4,5,Cooperator,0.76,1,0.76
5,6,Tit For Tat,0.87,1,0.87
6,7,GTFT: 0.33,0.8,1,0.8
7,8,Cooperator,0.8,1,0.8
8,9,Cooperator,1.04,1,1.04
9,10,GTFT: 0.33,0.95,1,0.95
10,11,Defector,1.54,1,1.54
11,12,Tit For Tat,0.75,1,0.75
12,13,GTFT: 0.33,0.81,1,0.81
13,14,Defector,1.34,1,1.34
14,15,Tit For Tat,0.74,1,0.74
15,16,Defector,0.74,1,0.74
16,17,Defector,0.77,1,0.77
17,18,GTFT: 0.33,0.83,1,0.83
18,19,GTFT: 0.33,0.78,1,0.78
19,20,Cooperator,0.69,1,0.69
20,21,Cooperator,0.81,1,0.81
21,22,Defector,0.99,1,0.99
22,23,GTFT: 0.33,1.21,1,1.21
23,24,Defector,0.78,1,0.78
24,25,GTFT: 0.33,1.02,1,1.02
25,26,Tit For Tat,0.86,1,0.86
26,27,GTFT: 0.33,0.8,1,0.8
27,28,Tit For Tat,0.73,1,0.73
28,29,Cooperator,0.88,1,0.88
29,30,GTFT: 0.33,0.7,1,0.7
30,31,Tit For Tat,0.92,1,0.92
31,32,Defector,1.1,1,1.1
32,33,Defector,0.75,1,0.75
33,34,Cooperator,0.94,1,0.94
34,35,Tit For Tat,0.81,1,0.81
35,36,Cooperator,0.93,1,0.93
36,37,Tit For Tat,0.75,1,0.75
37,38,Defector,0.77,1,0.77
38,39,Defector,0.76,1,0.76
39,40,Tit For Tat,0.71,1,0.71
