,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.32,1,0.32
1,2,Cooperator,0.29,1,0.29
2,3,Cooperator,0.64,1,0.64
3,4,Tit For Tat,1.5,1,1.5
4,5,Cooperator,1.75,1,1.75
5,6,Tit For Tat,0.92,1,0.92
6,7,GTFT: 0.33,0.29,1,0.29
7,8,Cooperator,0.62,1,0.62
8,9,Cooperator,0.49,1,0.49
9,10,GTFT: 0.33,0.79,1,0.79
10,11,Defector,0.22,1,0.22
11,12,Tit For Tat,1.32,1,1.32
12,13,GTFT: 0.33,1.03,1,1.03
13,14,Defector,1.23,1,1.23
14,15,Tit For Tat,1.17,1,1.17
15,16,Defector,1.11,1,1.11
16,17,Defector,1.35,1,1.35
17,18,GTFT: 0.33,0.95,1,0.95
18,19,GTFT: 0.33,1.1,1,1.1
19,20,Cooperator,1.09,1,1.09
20,21,Cooperator,1.5,1,1.5
21,22,Defector,1.38,1,1.38
22,23,GTFT: 0.33,1.32,1,1.32
23,24,Defector,1.41,1,1.41
24,25,GTFT: 0.33,0.63,1,0.63
25,26,Tit For Tat,1.51,1,1.51
26,27,GTFT: 0.33,0.32,1,0.32
27,28,Tit For Tat,1.25,1,1.25
28,29,Cooperator,1.28,1,1.28
29,30,GTFT: 0.33,1.29,1,1.29
30,31,Tit For Tat,1.45,1,1.45
31,32,Defector,1.01,1,1.01
32,33,Defector,0.4,1,0.4
33,34,Cooperator,0.61,1,0.61
34,35,Tit For Tat,0.76,1,0.76
35,36,Cooperator,0.68,1,0.68
36,37,Tit For Tat,0.57,1,0.57
37,38,Defector,1.05,1,1.05
38,39,Defector,0.8,1,0.8
39,40,Tit For Tat,1.51,1,1.51
