,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.73,1,0.73
1,2,Cooperator,0.73,1,0.73
2,3,Cooperator,0.74,1,0.74
3,4,Tit For Tat,0.73,1,0.73
4,5,Cooperator,0.75,1,0.75
5,6,Tit For Tat,0.79,1,0.79
6,7,GTFT: 0.33,0.8,1,0.8
7,8,Cooperator,0.84,1,0.84
8,9,Cooperator,1.04,1,1.04
9,10,GTFT: 0.33,0.72,1,0.72
10,11,Defector,0.71,1,0.71
11,12,Tit For Tat,0.83,1,0.83
12,13,GTFT: 0.33,0.76,1,0.76
13,14,Defector,1.12,1,1.12
14,15,Tit For Tat,0.87,1,0.87
15,16,Defector,0.71,1,0.71
16,17,Defector,0.96,1,0.96
17,18,GTFT: 0.33,0.7,1,0.7
18,19,GTFT: 0.33,0.98,1,0.98
19,20,Cooperator,0.73,1,0.73
20,21,Cooperator,0.86,1,0.86
21,22,Defector,0.75,1,0.75
22,23,GTFT: 0.33,0.69,1,0.69
23,24,Defector,0.7,1,0.7
24,25,GTFT: 0.33,0.74,1,0.74
25,26,Tit For Tat,1.35,1,1.35
26,27,GTFT: 0.33,0.7,1,0.7
27,28,Tit For Tat,1.94,1,1.94
28,29,Cooperator,0.73,1,0.73
29,30,GTFT: 0.33,1.66,1,1.66
30,31,Tit For Tat,0.79,1,0.79
31,32,Defector,1.55,1,1.55
32,33,Defector,0.97,1,0.97
33,34,Cooperator,0.92,1,0.92
34,35,Tit For Tat,1.23,1,1.23
35,36,Cooperator,0.83,1,0.83
36,37,Tit For Tat,0.97,1,0.97
37,38,Defector,0.84,1,0.84
38,39,Defector,0.94,1,0.94
39,40,Tit For Tat,2.12,1,2.12
