,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.7,1,0.7
1,2,Cooperator,0.73,1,0.73
2,3,Cooperator,0.74,1,0.74
3,4,Tit For Tat,0.76,1,0.76
4,5,Cooperator,1.36,1,1.36
5,6,Tit For Tat,0.93,1,0.93
6,7,GTFT: 0.33,1.21,1,1.21
7,8,Cooperator,0.94,1,0.94
8,9,Cooperator,1.0,1,1.0
9,10,GTFT: 0.33,1.18,1,1.18
10,11,Defector,0.75,1,0.75
11,12,Tit For Tat,0.87,1,0.87
12,13,GTFT: 0.33,1.57,1,1.57
13,14,Defector,0.71,1,0.71
14,15,Tit For Tat,0.89,1,0.89
15,16,Defector,0.89,1,0.89
16,17,Defector,1.15,1,1.15
17,18,GTFT: 0.33,0.7,1,0.7
18,19,GTFT: 0.33,0.92,1,0.92
19,20,Cooperator,0.84,1,0.84
20,21,Cooperator,0.97,1,0.97
21,22,Defector,0.75,1,0.75
22,23,GTFT: 0.33,0.74,1,0.74
23,24,Defector,2.5,1,2.5
24,25,GTFT: 0.33,0.71,1,0.71
25,26,Tit For Tat,1.3,1,1.3
26,27,GTFT: 0.33,1.13,1,1.13
27,28,Tit For Tat,1.16,1,1.16
28,29,Cooperator,0.79,1,0.79
29,30,GTFT: 0.33,0.82,1,0.82
30,31,Tit For Tat,0.94,1,0.94
31,32,Defector,1.17,1,1.17
32,33,Defector,1.34,1,1.34
33,34,Cooperator,1.0,1,1.0
34,35,Tit For Tat,1.16,1,1.16
35,36,Cooperator,0.69,1,0.69
36,37,Tit For Tat,0.97,1,0.97
37,38,Defector,1.29,1,1.29
38,39,Defector,1.06,1,1.06
39,40,Tit For Tat,0.8,1,0.8
