,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.32,1,0.32
1,2,Cooperator,0.63,1,0.63
2,3,Cooperator,0.62,1,0.62
3,4,Tit For Tat,1.42,1,1.42
4,5,Cooperator,0.63,1,0.63
5,6,Tit For Tat,1.64,1,1.64
6,7,GTFT: 0.33,1.1,1,1.1
7,8,Cooperator,0.95,1,0.95
8,9,Cooperator,0.91,1,0.91
9,10,GTFT: 0.33,1.39,1,1.39
10,11,Defector,1.2,1,1.2
11,12,Tit For Tat,0.59,1,0.59
12,13,GTFT: 0.33,1.76,1,1.76
13,14,Defector,0.34,1,0.34
14,15,Tit For Tat,1.03,1,1.03
15,16,Defector,0.83,1,0.83
16,17,Defector,1.36,1,1.36
17,18,GTFT: 0.33,1.23,1,1.23
18,19,GTFT: 0.33,1.08,1,1.08
19,20,Cooperator,0.94,1,0.94
20,21,Cooperator,0.56,1,0.56
21,22,Defector,0.45,1,0.45
22,23,GTFT: 0.33,0.66,1,0.66
23,24,Defector,1.21,1,1.21
24,25,GTFT: 0.33,1.38,1,1.38
25,26,Tit For Tat,0.02,1,0.02
26,27,GTFT: 0.33,0.26,1,0.26
27,28,Tit For Tat,1.8,1,1.8
28,29,Cooperator,0.93,1,0.93
29,30,GTFT: 0.33,0.53,1,0.53
30,31,Tit For Tat,1.23,1,1.23
31,32,Defector,0.41,1,0.41
32,33,Defector,1.3,1,1.3
33,34,Cooperator,0.47,1,0.47
34,35,Tit For Tat,0.6,1,0.6
35,36,Cooperator,1.55,1,1.55
36,37,Tit For Tat,0.87,1,0.87
37,38,Defector,1.15,1,1.15
38,39,Defector,1.37,1,1.37
39,40,Tit For Tat,1.26,1,1.26
