,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.14,1,1.14
1,2,Cooperator,0.49,1,0.49
2,3,Cooperator,1.81,1,1.81
3,4,Tit For Tat,0.95,1,0.95
4,5,Cooperator,0.92,1,0.92
5,6,Tit For Tat,1.18,1,1.18
6,7,GTFT: 0.33,1.33,1,1.33
7,8,Cooperator,1.87,1,1.87
8,9,Cooperator,0.87,1,0.87
9,10,GTFT: 0.33,1.25,1,1.25
10,11,Defector,1.23,1,1.23
11,12,Tit For Tat,1.37,1,1.37
12,13,GTFT: 0.33,1.03,1,1.03
13,14,Defector,1.28,1,1.28
14,15,Tit For Tat,0.64,1,0.64
15,16,Defector,1.41,1,1.41
16,17,Defector,1.75,1,1.75
17,18,GTFT: 0.33,0.83,1,0.83
18,19,GTFT: 0.33,0.56,1,0.56
19,20,Cooperator,1.6,1,1.6
20,21,Cooperator,0.86,1,0.86
21,22,Defector,1.8,1,1.8
22,23,GTFT: 0.33,1.21,1,1.21
23,24,Defector,1.85,1,1.85
24,25,GTFT: 0.33,0.26,1,0.26
25,26,Tit For Tat,0.97,1,0.97
26,27,GTFT: 0.33,0.42,1,0.42
27,28,Tit For Tat,0.52,1,0.52
28,29,Cooperator,0.55,1,0.55
29,30,GTFT: 0.33,0.56,1,0.56
30,31,Tit For Tat,1.04,1,1.04
31,32,Defector,1.11,1,1.11
32,33,Defector,0.52,1,0.52
33,34,Cooperator,1.08,1,1.08
34,35,Tit For Tat,1.47,1,1.47
35,36,Cooperator,0.37,1,0.37
36,37,Tit For Tat,1.43,1,1.43
37,38,Defector,0.44,1,0.44
38,39,Defector,1.82,1,1.82
39,40,Tit For Tat,1.92,1,1.92
