,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.83,1,0.83
1,2,Cooperator,0.77,1,0.77
2,3,Cooperator,0.75,1,0.75
3,4,Tit For Tat,0.76,1,0.76
4,5,Cooperator,1.17,1,1.17
5,6,Tit For Tat,0.72,1,0.72
6,7,GTFT: 0.33,0.94,1,0.94
7,8,Cooperator,0.76,1,0.76
8,9,Cooperator,0.98,1,0.98
9,10,GTFT: 0.33,0.98,1,0.98
10,11,Defector,1.13,1,1.13
11,12,Tit For Tat,0.7,1,0.7
12,13,GTFT: 0.33,1.47,1,1.47
13,14,Defector,0.74,1,0.74
14,15,Tit For Tat,0.77,1,0.77
15,16,Defector,2.79,1,2.79
16,17,Defector,0.74,1,0.74
17,18,GTFT: 0.33,2.77,1,2.77
18,19,GTFT: 0.33,1.06,1,1.06
19,20,Cooperator,0.75,1,0.75
20,21,Cooperator,0.73,1,0.73
21,22,Defector,0.86,1,0.86
22,23,GTFT: 0.33,0.81,1,0.81
23,24,Defector,0.71,1,0.71
24,25,GTFT: 0.33,0.78,1,0.78
25,26,Tit For Tat,0.69,1,0.69
26,27,GTFT: 0.33,1.08,1,1.08
27,28,Tit For Tat,1.31,1,1.31
28,29,Cooperator,0.87,1,0.87
29,30,GTFT: 0.33,0.71,1,0.71
30,31,Tit For Tat,1.18,1,1.18
31,32,Defector,0.86,1,0.86
32,33,Defector,1.34,1,1.34
33,34,Cooperator,0.73,1,0.73
34,35,Tit For Tat,0.81,1,0.81
35,36,Cooperator,1.2,1,1.2
36,37,Tit For Tat,2.27,1,2.27
37,38,Defector,0.93,1,0.93
38,39,Defector,1.3,1,1.3
39,40,Tit For Tat,0.75,1,0.75
