,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.35,1,1.35
1,2,Cooperator,0.78,1,0.78
2,3,Cooperator,0.77,1,0.77
3,4,Tit For Tat,0.76,1,0.76
4,5,Cooperator,1.26,1,1.26
5,6,Tit For Tat,0.91,1,0.91
6,7,GTFT: 0.33,0.7,1,0.7
7,8,Cooperator,1.16,1,1.16
8,9,Cooperator,0.87,1,0.87
9,10,GTFT: 0.33,0.91,1,0.91
10,11,Defector,1.08,1,1.08
11,12,Tit For Tat,1.2,1,1.2
12,13,GTFT: 0.33,0.81,1,0.81
13,14,Defector,0.72,1,0.72
14,15,Tit For Tat,0.71,1,0.71
15,16,Defector,0.84,1,0.84
16,17,Defector,0.73,1,0.73
17,18,GTFT: 0.33,1.62,1,1.62
18,19,GTFT: 0.33,1.11,1,1.11
19,20,Cooperator,0.95,1,0.95
20,21,Cooperator,0.9,1,0.9
21,22,Defector,1.32,1,1.32
22,23,GTFT: 0.33,0.71,1,0.71
23,24,Defector,0.71,1,0.71
24,25,GTFT: 0.33,0.88,1,0.88
25,26,Tit For Tat,0.8,1,0.8
26,27,GTFT: 0.33,0.7,1,0.7
27,28,Tit For Tat,1.35,1,1.35
28,29,Cooperator,0.95,1,0.95
29,30,GTFT: 0.33,1.45,1,1.45
30,31,Tit For Tat,0.82,1,0.82
31,32,Defector,1.09,1,1.09
32,33,Defector,0.86,1,0.86
33,34,Cooperator,0.94,1,0.94
34,35,Tit For Tat,0.77,1,0.77
35,36,Cooperator,0.69,1,0.69
36,37,Tit For Tat,1.27,1,1.27
37,38,Defector,0.69,1,0.69
38,39,Defector,0.93,1,0.93
39,40,Tit For Tat,1.05,1,1.05
