,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.21,1,1.21
1,2,Cooperator,1.59,1,1.59
2,3,Cooperator,0.82,1,0.82
3,4,Tit For Tat,0.67,1,0.67
4,5,Cooperator,1.49,1,1.49
5,6,Tit For Tat,0.46,1,0.46
6,7,GTFT: 0.33,1.52,1,1.52
7,8,Cooperator,0.24,1,0.24
8,9,Cooperator,0.53,1,0.53
9,10,GTFT: 0.33,0.4,1,0.4
10,11,Defector,0.56,1,0.56
11,12,Tit For Tat,1.04,1,1.04
12,13,GTFT: 0.33,0.98,1,0.98
13,14,Defector,0.03,1,0.03
14,15,Tit For Tat,0.99,1,0.99
15,16,Defector,1.17,1,1.17
16,17,Defector,1.1,1,1.1
17,18,GTFT: 0.33,1.58,1,1.58
18,19,GTFT: 0.33,0.29,1,0.29
19,20,Cooperator,0.81,1,0.81
20,21,Cooperator,1.45,1,1.45
21,22,Defector,0.91,1,0.91
22,23,GTFT: 0.33,1.75,1,1.75
23,24,Defector,1.33,1,1.33
24,25,GTFT: 0.33,1.49,1,1.49
25,26,Tit For Tat,1.53,1,1.53
26,27,GTFT: 0.33,0.79,1,0.79
27,28,Tit For Tat,1.32,1,1.32
28,29,Cooperator,0.47,1,0.47
29,30,GTFT: 0.33,0.74,1,0.74
30,31,Tit For Tat,1.26,1,1.26
31,32,Defector,0.63,1,0.63
32,33,Defector,1.58,1,1.58
33,34,Cooperator,0.82,1,0.82
34,35,Tit For Tat,1.34,1,1.34
35,36,Cooperator,0.92,1,0.92
36,37,Tit For Tat,1.5,1,1.5
37,38,Defector,0.21,1,0.21
38,39,Defector,0.66,1,0.66
39,40,Tit For Tat,1.58,1,1.58
