,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.51,1,1.51
1,2,Cooperator,0.84,1,0.84
2,3,Cooperator,0.8,1,0.8
3,4,Tit For Tat,0.79,1,0.79
4,5,Cooperator,0.73,1,0.73
5,6,Tit For Tat,1.55,1,1.55
6,7,GTFT: 0.33,0.78,1,0.78
7,8,Cooperator,1.0,1,1.0
8,9,Cooperator,1.2,1,1.2
9,10,GTFT: 0.33,1.59,1,1.59
10,11,Defector,0.85,1,0.85
11,12,Tit For Tat,0.77,1,0.77
12,13,GTFT: 0.33,1.28,1,1.28
13,14,Defector,1.27,1,1.27
14,15,Tit For Tat,0.82,1,0.82
15,16,Defector,1.67,1,1.67
16,17,Defector,1.56,1,1.56
17,18,GTFT: 0.33,0.8,1,0.8
18,19,GTFT: 0.33,1.88,1,1.88
19,20,Cooperator,0.77,1,0.77
20,21,Cooperator,0.72,1,0.72
21,22,Defector,0.72,1,0.72
22,23,GTFT: 0.33,0.95,1,0.95
23,24,Defector,1.15,1,1.15
24,25,GTFT: 0.33,1.18,1,1.18
25,26,Tit For Tat,0.75,1,0.75
26,27,GTFT: 0.33,0.69,1,0.69
27,28,Tit For Tat,1.08,1,1.08
28,29,Cooperator,3.39,1,3.39
29,30,GTFT: 0.33,0.92,1,0.92
30,31,Tit For Tat,0.81,1,0.81
31,32,Defector,1.17,1,1.17
32,33,Defector,1.48,1,1.48
33,34,Cooperator,0.7,1,0.7
34,35,Tit For Tat,0.91,1,0.91
35,36,Cooperator,0.74,1,0.74
36,37,Tit For Tat,0.87,1,0.87
37,38,Defector,1.77,1,1.77
38,39,Defector,0.85,1,0.85
39,40,Tit For Tat,0.72,1,0.72
