,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.83,1,0.83
1,2,Cooperator,1.04,1,1.04
2,3,Cooperator,0.81,1,0.81
3,4,Tit For Tat,0.94,1,0.94
4,5,Cooperator,1.92,1,1.92
5,6,Tit For Tat,0.72,1,0.72
6,7,GTFT: 0.33,0.98,1,0.98
7,8,Cooperator,0.79,1,0.79
8,9,Cooperator,0.78,1,0.78
9,10,GTFT: 0.33,1.61,1,1.61
10,11,Defector,0.76,1,0.76
11,12,Tit For Tat,0.81,1,0.81
12,13,GTFT: 0.33,0.98,1,0.98
13,14,Defector,0.86,1,0.86
14,15,Tit For Tat,0.73,1,0.73
15,16,Defector,1.11,1,1.11
16,17,Defector,0.84,1,0.84
17,18,GTFT: 0.33,0.93,1,0.93
18,19,GTFT: 0.33,0.96,1,0.96
19,20,Cooperator,1.15,1,1.15
20,21,Cooperator,0.74,1,0.74
21,22,Defector,0.74,1,0.74
22,23,GTFT: 0.33,0.86,1,0.86
23,24,Defector,0.98,1,0.98
24,25,GTFT: 0.33,0.94,1,0.94
25,26,Tit For Tat,0.81,1,0.81
26,27,GTFT: 0.33,1.08,1,1.08
27,28,Tit For Tat,0.74,1,0.74
28,29,Cooperator,0.86,1,0.86
29,30,GTFT: 0.33,0.75,1,0.75
30,31,Tit For Tat,2.16,1,2.16
31,32,Defector,0.73,1,0.73
32,33,Defector,1.04,1,1.04
33,34,Cooperator,3.03,1,3.03
34,35,Tit For Tat,1.05,1,1.05
35,36,Cooperator,0.83,1,0.83
36,37,Tit For Tat,0.74,1,0.74
37,38,Defector,0.83,1,0.83
38,39,Defector,0.93,1,0.93
39,40,Tit For Tat,0.75,1,0.75
