,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.94,1,0.94
1,2,Cooperator,1.3,1,1.3
2,3,Cooperator,1.92,1,1.92
3,4,Tit For Tat,0.6,1,0.6
4,5,Cooperator,1.13,1,1.13
5,6,Tit For Tat,1.33,1,1.33
6,7,GTFT: 0.33,1.2,1,1.2
7,8,Cooperator,1.51,1,1.51
8,9,Cooperator,1.76,1,1.76
9,10,GTFT: 0.33,0.91,1,0.91
10,11,Defector,0.74,1,0.74
11,12,Tit For Tat,1.05,1,1.05
12,13,GTFT: 0.33,0.55,1,0.55
13,14,Defector,1.52,1,1.52
14,15,Tit For Tat,0.7,1,0.7
15,16,Defector,0.52,1,0.52
16,17,Defector,1.36,1,1.36
17,18,GTFT: 0.33,0.55,1,0.55
18,19,GTFT: 0.33,0.66,1,0.66
19,20,Cooperator,0.31,1,0.31
20,21,Cooperator,1.25,1,1.25
21,22,Defector,0.35,1,0.35
22,23,GTFT: 0.33,0.21,1,0.21
23,24,Defector,1.47,1,1.47
24,25,GTFT: 0.33,0.5,1,0.5
25,26,Tit For Tat,1.29,1,1.29
26,27,GTFT: 0.33,1.8,1,1.8
27,28,Tit For Tat,1.3,1,1.3
28,29,Cooperator,1.53,1,1.53
29,30,GTFT: 0.33,1.24,1,1.24
30,31,Tit For Tat,1.01,1,1.01
31,32,Defector,1.02,1,1.02
32,33,Defector,1.48,1,1.48
33,34,Cooperator,0.92,1,0.92
34,35,Tit For Tat,1.73,1,1.73
35,36,Cooperator,1.0,1,1.0
36,37,Tit For Tat,0.71,1,0.71
37,38,Defector,1.26,1,1.26
38,39,Defector,1.41,1,1.41
39,40,Tit For Tat,1.66,1,1.66
