,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.34,1,1.34
1,2,Cooperator,0.2,1,0.2
2,3,Cooperator,1.42,1,1.42
3,4,Tit For Tat,1.12,1,1.12
4,5,Cooperator,0.9,1,0.9
5,6,Tit For Tat,0.18,1,0.18
6,7,GTFT: 0.33,1.22,1,1.22
7,8,Cooperator,1.43,1,1.43
8,9,Cooperator,0.98,1,0.98
9,10,GTFT: 0.33,1.64,1,1.64
10,11,Defector,1.12,1,1.12
11,12,Tit For Tat,0.92,1,0.92
12,13,GTFT: 0.33,0.46,1,0.46
13,14,Defector,0.45,1,0.45
14,15,Tit For Tat,0.55,1,0.55
15,16,Defector,0.74,1,0.74
16,17,Defector,1.34,1,1.34
17,18,GTFT: 0.33,0.83,1,0.83
18,19,GTFT: 0.33,1.1,1,1.1
19,20,Cooperator,0.96,1,0.96
20,21,Cooperator,1.33,1,1.33
21,22,Defector,0.3,1,0.3
22,23,GTFT: 0.33,0.45,1,0.45
23,24,Defector,1.4,1,1.4
24,25,GTFT: 0.33,1.38,1,1.38
25,26,Tit For Tat,1.75,1,1.75
26,27,GTFT: 0.33,1.6,1,1.6
27,28,Tit For Tat,1.13,1,1.13
28,29,Cooperator,0.97,1,0.97
29,30,GTFT: 0.33,1.48,1,1.48
30,31,Tit For Tat,1.15,1,1.15
31,32,Defector,1.45,1,1.45
32,33,Defector,1.14,1,1.14
33,34,Cooperator,1.01,1,1.01
34,35,Tit For Tat,0.96,1,0.96
35,36,Cooperator,0.72,1,0.72
36,37,Tit For Tat,0.97,1,0.97
37,38,Defector,1.38,1,1.38
38,39,Defector,1.54,1,1.54
39,40,Tit For Tat,1.71,1,1.71
