,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.38,1,1.38
1,2,Cooperator,0.76,1,0.76
2,3,Cooperator,1.2,1,1.2
3,4,Tit For Tat,1.32,1,1.32
4,5,Cooperator,1.0,1,1.0
5,6,Tit For Tat,1.01,1,1.01
6,7,GTFT: 0.33,0.71,1,0.71
7,8,Cooperator,2.79,1,2.79
8,9,Cooperator,1.0,1,1.0
9,10,GTFT: 0.33,0.82,1,0.82
10,11,Defector,0.73,1,0.73
11,12,Tit For Tat,0.71,1,0.71
12,13,GTFT: 0.33,0.78,1,0.78
13,14,Defector,1.08,1,1.08
14,15,Tit For Tat,1.24,1,1.24
15,16,Defector,0.91,1,0.91
16,17,Defector,0.77,1,0.77
17,18,GTFT: 0.33,0.89,1,0.89
18,19,GTFT: 0.33,0.83,1,0.83
19,20,Cooperator,1.33,1,1.33
20,21,Cooperator,0.76,1,0.76
21,22,Defector,1.83,1,1.83
22,23,GTFT: 0.33,1.02,1,1.02
23,24,Defector,0.87,1,0.87
24,25,GTFT: 0.33,0.73,1,0.73
25,26,Tit For Tat,3.13,1,3.13
26,27,GTFT: 0.33,0.96,1,0.96
27,28,Tit For Tat,1.09,1,1.09
28,29,Cooperator,0.79,1,0.79
29,30,GTFT: 0.33,0.91,1,0.91
30,31,Tit For Tat,0.76,1,0.76
31,32,Defector,0.95,1,0.95
32,33,Defector,0.72,1,0.72
33,34,Cooperator,0.79,1,0.79
34,35,Tit For Tat,0.75,1,0.75
35,36,Cooperator,0.81,1,0.81
36,37,Tit For Tat,1.54,1,1.54
37,38,Defector,0.69,1,0.69
38,39,Defector,1.11,1,1.11
39,40,Tit For Tat,1.25,1,1.25
