,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.81,1,0.81
1,2,Cooperator,1.47,1,1.47
2,3,Cooperator,0.78,1,0.78
3,4,Tit For Tat,0.72,1,0.72
4,5,Cooperator,0.79,1,0.79
5,6,Tit For Tat,0.91,1,0.91
6,7,GTFT: 0.33,0.73,1,0.73
7,8,Cooperator,0.74,1,0.74
8,9,Cooperator,0.8,1,0.8
9,10,GTFT: 0.33,1.45,1,1.45
10,11,Defector,0.72,1,0.72
11,12,Tit For Tat,0.83,1,0.83
12,13,GTFT: 0.33,1.78,1,1.78
13,14,Defector,0.94,1,0.94
14,15,Tit For Tat,1.0,1,1.0
15,16,Defector,0.88,1,0.88
16,17,Defector,0.78,1,0.78
17,18,GTFT: 0.33,1.66,1,1.66
18,19,GTFT: 0.33,0.75,1,0.75
19,20,Cooperator,0.72,1,0.72
20,21,Cooperator,0.77,1,0.77
21,22,Defector,0.74,1,0.74
22,23,GTFT: 0.33,0.93,1,0.93
23,24,Defector,0.94,1,0.94
24,25,GTFT: 0.33,1.05,1,1.05
25,26,Tit For Tat,1.1,1,1.1
26,27,GTFT: 0.33,0.74,1,0.74
27,28,Tit For Tat,0.95,1,0.95
28,29,Cooperator,0.83,1,0.83
29,30,GTFT: 0.33,1.03,1,1.03
30,31,Tit For Tat,0.73,1,0.73
31,32,Defector,0.86,1,0.86
32,33,Defector,0.81,1,0.81
33,34,Cooperator,1.18,1,1.18
34,35,Tit For Tat,0.91,1,0.91
35,36,Cooperator,0.75,1,0.75
36,37,Tit For Tat,0.81,1,0.81
37,38,Defector,0.74,1,0.74
38,39,Defector,0.92,1,0.92
39,40,Tit For Tat,0.91,1,0.91
