,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.04,1,1.04
1,2,Cooperator,0.48,1,0.48
2,3,Cooperator,0.73,1,0.73
3,4,Tit For Tat,1.24,1,1.24
4,5,Cooperator,0.83,1,0.83
5,6,Tit For Tat,1.2,1,1.2
6,7,GTFT: 0.33,0.85,1,0.85
7,8,Cooperator,1.11,1,1.11
8,9,Cooperator,1.45,1,1.45
9,10,GTFT: 0.33,1.2,1,1.2
10,11,Defector,1.46,1,1.46
11,12,Tit For Tat,0.86,1,0.86
12,13,GTFT: 0.33,1.44,1,1.44
13,14,Defector,1.21,1,1.21
14,15,Tit For Tat,0.92,1,0.92
15,16,Defector,1.63,1,1.63
16,17,Defector,1.62,1,1.62
17,18,GTFT: 0.33,1.04,1,1.04
18,19,GTFT: 0.33,0.9,1,0.9
19,20,Cooperator,1.12,1,1.12
20,21,Cooperator,1.02,1,1.02
21,22,Defector,1.43,1,1.43
22,23,GTFT: 0.33,1.4,1,1.4
23,24,Defector,0.77,1,0.77
24,25,GTFT: 0.33,1.01,1,1.01
25,26,Tit For Tat,0.51,1,0.51
26,27,GTFT: 0.33,1.35,1,1.35
27,28,Tit For Tat,0.19,1,0.19
28,29,Cooperator,0.91,1,0.91
29,30,GTFT: 0.33,0.78,1,0.78
30,31,Tit For Tat,0.46,1,0.46
31,32,Defector,1.35,1,1.35
32,33,Defector,1.51,1,1.51
33,34,Cooperator,0.52,1,0.52
34,35,Tit For Tat,0.95,1,0.95
35,36,Cooperator,0.64,1,0.64
36,37,Tit For Tat,0.53,1,0.53
37,38,Defector,0.85,1,0.85
38,39,Defector,0.84,1,0.84
39,40,Tit For Tat,0.49,1,0.49
