,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.5,1,1.5
1,2,Cooperator,1.08,1,1.08
2,3,Cooperator,0.77,1,0.77
3,4,Tit For Tat,1.57,1,1.57
4,5,Cooperator,0.74,1,0.74
5,6,Tit For Tat,1.13,1,1.13
6,7,GTFT: 0.33,1.17,1,1.17
7,8,Cooperator,0.72,1,0.72
8,9,Cooperator,0.73,1,0.73
9,10,GTFT: 0.33,0.81,1,0.81
10,11,Defector,0.72,1,0.72
11,12,Tit For Tat,1.32,1,1.32
12,13,GTFT: 0.33,0.71,1,0.71
13,14,Defector,0.91,1,0.91
14,15,Tit For Tat,1.25,1,1.25
15,16,Defector,0.71,1,0.71
16,17,Defector,2.37,1,2.37
17,18,GTFT: 0.33,0.87,1,0.87
18,19,GTFT: 0.33,0.83,1,0.83
19,20,Cooperator,0.86,1,0.86
20,21,Cooperator,0.73,1,0.73
21,22,Defector,0.72,1,0.72
22,23,GTFT: 0.33,1.33,1,1.33
23,24,Defector,0.82,1,0.82
24,25,GTFT: 0.33,1.22,1,1.22
25,26,Tit For Tat,0.7,1,0.7
26,27,GTFT: 0.33,1.1,1,1.1
27,28,Tit For Tat,1.17,1,1.17
28,29,Cooperator,1.0,1,1.0
29,30,GTFT: 0.33,0.7,1,0.7
30,31,Tit For Tat,1.3,1,1.3
31,32,Defector,0.7,1,0.7
32,33,Defector,0.79,1,0.79
33,34,Cooperator,0.74,1,0.74
34,35,Tit For Tat,0.96,1,0.96
35,36,Cooperator,0.71,1,0.71
36,37,Tit For Tat,0.92,1,0.92
37,38,Defector,0.73,1,0.73
38,39,Defector,0.93,1,0.93
39,40,Tit For Tat,1.14,1,1.14
