,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.74,1,0.74
1,2,Cooperator,1.37,1,1.37
2,3,Cooperator,0.7,1,0.7
3,4,Tit For Tat,1.23,1,1.23
4,5,Cooperator,0.74,1,0.74
5,6,Tit For Tat,0.76,1,0.76
6,7,GTFT: 0.33,0.73,1,0.73
7,8,Cooperator,0.84,1,0.84
8,9,Cooperator,1.27,1,1.27
9,10,GTFT: 0.33,1.34,1,1.34
10,11,Defector,1.0,1,1.0
11,12,Tit For Tat,0.78,1,0.78
12,13,GTFT: 0.33,1.88,1,1.88
13,14,Defector,0.72,1,0.72
14,15,Tit For Tat,0.7,1,0.7
15,16,Defector,0.98,1,0.98
16,17,Defector,1.24,1,1.24
17,18,GTFT: 0.33,1.18,1,1.18
18,19,GTFT: 0.33,1.25,1,1.25
19,20,Cooperator,0.77,1,0.77
20,21,Cooperator,0.7,1,0.7
21,22,Defector,0.73,1,0.73
22,23,GTFT: 0.33,0.76,1,0.76
23,24,Defector,1.41,1,1.41
24,25,GTFT: 0.33,1.1,1,1.1
25,26,Tit For Tat,1.3,1,1.3
26,27,GTFT: 0.33,0.74,1,0.74
27,28,Tit For Tat,1.41,1,1.41
28,29,Cooperator,1.13,1,1.13
29,30,GTFT: 0.33,0.76,1,0.76
30,31,Tit For Tat,0.8,1,0.8
31,32,Defector,0.78,1,0.78
32,33,Defector,0.77,1,0.77
33,34,Cooperator,0.94,1,0.94
34,35,Tit For Tat,0.76,1,0.76
35,36,Cooperator,0.71,1,0.71
36,37,Tit For Tat,0.79,1,0.79
37,38,Defector,0.72,1,0.72
38,39,Defector,0.79,1,0.79
39,40,Tit For Tat,1.02,1,1.02
