,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.64,1,1.64
1,2,Cooperator,0.11,1,0.11
2,3,Cooperator,1.4,1,1.4
3,4,Tit For Tat,1.55,1,1.55
4,5,Cooperator,1.34,1,1.34
5,6,Tit For Tat,0.86,1,0.86
6,7,GTFT: 0.33,1.28,1,1.28
7,8,Cooperator,0.63,1,0.63
8,9,Cooperator,0.99,1,0.99
9,10,GTFT: 0.33,0.12,1,0.12
10,11,Defector,0.88,1,0.88
11,12,Tit For Tat,1.9,1,1.9
12,13,GTFT: 0.33,0.91,1,0.91
13,14,Defector,1.14,1,1.14
14,15,Tit For Tat,0.98,1,0.98
15,16,Defector,0.96,1,0.96
16,17,Defector,1.32,1,1.32
17,18,GTFT: 0.33,1.16,1,1.16
18,19,GTFT: 0.33,1.24,1,1.24
19,20,Cooperator,0.2,1,0.2
20,21,Cooperator,1.16,1,1.16
21,22,Defector,1.07,1,1.07
22,23,GTFT: 0.33,1.11,1,1.11
23,24,Defector,1.49,1,1.49
24,25,GTFT: 0.33,1.4,1,1.4
25,26,Tit For Tat,1.08,1,1.08
26,27,GTFT: 0.33,1.07,1,1.07
27,28,Tit For Tat,1.78,1,1.78
28,29,Cooperator,0.93,1,0.93
29,30,GTFT: 0.33,1.52,1,1.52
30,31,Tit For Tat,1.55,1,1.55
31,32,Defector,0.84,1,0.84
32,33,Defector,1.35,1,1.35
33,34,Cooperator,1.07,1,1.07
34,35,Tit For Tat,1.24,1,1.24
35,36,Cooperator,1.34,1,1.34
36,37,Tit For Tat,1.68,1,1.68
37,38,Defector,0.6,1,0.6
38,39,Defector,0.76,1,0.76
39,40,Tit For Tat,1.39,1,1.39
