,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.89,1,0.89
1,2,Cooperator,0.7,1,0.7
2,3,Cooperator,0.7,1,0.7
3,4,Tit For Tat,0.9,1,0.9
4,5,Cooperator,0.88,1,0.88
5,6,Tit For Tat,1.78,1,1.78
6,7,GTFT: 0.33,0.84,1,0.84
7,8,Cooperator,0.77,1,0.77
8,9,Cooperator,1.06,1,1.06
9,10,GTFT: 0.33,0.71,1,0.71
10,11,Defector,0.7,1,0.7
11,12,Tit For Tat,0.99,1,0.99
12,13,GTFT: 0.33,0.94,1,0.94
13,14,Defector,0.71,1,0.71
14,15,Tit For Tat,0.73,1,0.73
15,16,Defector,0.88,1,0.88
16,17,Defector,1.15,1,1.15
17,18,GTFT: 0.33,0.83,1,0.83
18,19,GTFT: 0.33,0.72,1,0.72
19,20,Cooperator,0.72,1,0.72
20,21,Cooperator,1.59,1,1.59
21,22,Defector,0.86,1,0.86
22,23,GTFT: 0.33,0.86,1,0.86
23,24,Defector,0.83,1,0.83
24,25,GTFT: 0.33,0.69,1,0.69
25,26,Tit For Tat,0.9,1,0.9
26,27,GTFT: 0.33,0.74,1,0.74
27,28,Tit For Tat,1.02,1,1.02
28,29,Cooperator,0.78,1,0.78
29,30,GTFT: 0.33,0.81,1,0.81
30,31,Tit For Tat,0.77,1,0.77
31,32,Defector,1.31,1,1.31
32,33,Defector,1.71,1,1.71
33,34,Cooperator,0.73,1,0.73
34,35,Tit For Tat,0.89,1,0.89
35,36,Cooperator,1.26,1,1.26
36,37,Tit For Tat,0.99,1,0.99
37,38,Defector,0.76,1,0.76
38,39,Defector,1.26,1,1.26
39,40,Tit For Tat,1.12,1,1.12
