,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,0.97,1,0.97
1,2,Cooperator,1.51,1,1.51
2,3,Cooperator,0.99,1,0.99
3,4,Tit For Tat,1.23,1,1.23
4,5,Cooperator,1.34,1,1.34
5,6,Tit For Tat,0.91,1,0.91
6,7,GTFT: 0.33,0.84,1,0.84
7,8,Cooperator,1.07,1,1.07
8,9,Cooperator,1.68,1,1.68
9,10,GTFT: 0.33,0.48,1,0.48
10,11,Defector,1.14,1,1.14
11,12,Tit For Tat,0.89,1,0.89
12,13,GTFT: 0.33,1.38,1,1.38
13,14,Defector,1.52,1,1.52
14,15,Tit For Tat,1.0,1,1.0
15,16,Defector,0.24,1,0.24
16,17,Defector,1.1,1,1.1
17,18,GTFT: 0.33,0.57,1,0.57
18,19,GTFT: 0.33,1.13,1,1.13
19,20,Cooperator,0.34,1,0.34
20,21,Cooperator,1.12,1,1.12
21,22,Defector,0.24,1,0.24
22,23,GTFT: 0.33,1.53,1,1.53
23,24,Defector,0.78,1,0.78
24,25,GTFT: 0.33,1.36,1,1.36
25,26,Tit For Tat,0.05,1,0.05
26,27,GTFT: 0.33,0.87,1,0.87
27,28,Tit For Tat,0.73,1,0.73
28,29,Cooperator,0.34,1,0.34
29,30,GTFT: 0.33,0.72,1,0.72
30,31,Tit For Tat,1.28,1,1.28
31,32,Defector,1.43,1,1.43
32,33,Defector,0.83,1,0.83
33,34,Cooperator,0.69,1,0.69
34,35,Tit For Tat,0.52,1,0.52
35,36,Cooperator,1.68,1,1.68
36,37,Tit For Tat,1.16,1,1.16
37,38,Defector,0.64,1,0.64
38,39,Defector,1.48,1,1.48
39,40,Tit For Tat,0.91,1,0.91
