,player_id,player_strategy,mass,independence,ratio
0,1,GTFT: 0.33,1.74,1,1.74
1,2,Cooperator,0.69,1,0.69
2,3,Cooperator,0.47,1,0.47
3,4,Tit For Tat,0.78,1,0.78
4,5,Cooperator,0.3,1,0.3
5,6,Tit For Tat,1.11,1,1.11
6,7,GTFT: 0.33,1.6,1,1.6
7,8,Cooperator,0.85,1,0.85
8,9,Cooperator,0.8,1,0.8
9,10,GTFT: 0.33,1.65,1,1.65
10,11,Defector,1.39,1,1.39
11,12,Tit For Tat,1.43,1,1.43
12,13,GTFT: 0.33,0.31,1,0.31
13,14,Defector,1.49,1,1.49
14,15,Tit For Tat,1.23,1,1.23
15,16,Defector,0.87,1,0.87
16,17,Defector,1.2,1,1.2
17,18,GTFT: 0.33,1.26,1,1.26
18,19,GTFT: 0.33,0.96,1,0.96
19,20,Cooperator,0.97,1,0.97
20,21,Cooperator,1.35,1,1.35
21,22,Defector,1.0,1,1.0
22,23,GTFT: 0.33,0.88,1,0.88
23,24,Defector,1.24,1,1.24
24,25,GTFT: 0.33,1.14,1,1.14
25,26,Tit For Tat,0.39,1,0.39
26,27,GTFT: 0.33,1.7,1,1.7
27,28,Tit For Tat,1.25,1,1.25
28,29,Cooperator,0.74,1,0.74
29,30,GTFT: 0.33,1.04,1,1.04
30,31,Tit For Tat,1.43,1,1.43
31,32,Defector,0.87,1,0.87
32,33,Defector,1.95,1,1.95
33,34,Cooperator,1.81,1,1.81
34,35,Tit For Tat,1.16,1,1.16
35,36,Cooperator,1.6,1,1.6
36,37,Tit For Tat,0.69,1,0.69
37,38,Defector,0.94,1,0.94
38,39,Defector,0.61,1,0.61
39,40,Tit For Tat,0.37,1,0.37
